,rep,intra_thres,init_intra_edge,init_supp_edge,fin_intra_edge,fin_supp_edge,alive_nodes,tot_isol_node,tot_unsupp_node,cas_steps,init_far_node,fin_far_node,init_clust,fin_clust,init_mean_deg,fin_mean_deg,init_larg_comp,fin_larg_comp,init_deg_assort,fin_deg_assort,dist_deg_cent,dist_bet_cent,step1_isol,step1_unsupp,step1_far_dead_node,step2_isol,step2_unsupp,step2_far_dead_node,step3_isol,step3_unsupp,step3_far_dead_node,step4_isol,step4_unsupp,step4_far_dead_node,step5_isol,step5_unsupp,step5_far_dead_node,step6_isol,step6_unsupp,step6_far_dead_node,step7_isol,step7_unsupp,step7_far_dead_node,step8_isol,step8_unsupp,step8_far_dead_node,step9_isol,step9_unsupp,step9_far_dead_node,step10_isol,step10_unsupp,step10_far_dead_node,step11_isol,step11_unsupp,step11_far_dead_node,step12_isol,step12_unsupp,step12_far_dead_node,step13_isol,step13_unsupp,step13_far_dead_node,step14_isol,step14_unsupp,step14_far_dead_node,step15_isol,step15_unsupp,step15_far_dead_node,step16_isol,step16_unsupp,step16_far_dead_node,step17_isol,step17_unsupp,step17_far_dead_node,step18_isol,step18_unsupp,step18_far_dead_node
182,46,0.073,1923.0,500.0,1174,1560.0,772,2,26,4,0.6948741250155186,0.6997338635801819,0.013812917637917624,0.01645768595250459,7.692,4.696,500,386,-0.012703025844487348,-0.012648878796672758,0.493812067888116,0.47534166912539266,0,24,0.36252303661002827,2,0,0.631725903605596,0,2,0.6291118958064315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,46,0.073,1923.0,500.0,830,1154.0,648,2,150,4,0.6948741250155186,0.6964113608321092,0.013812917637917624,0.015597108652664206,7.692,3.3200000000000003,500,324,-0.012703025844487348,-0.015681622662827147,0.4086266559859023,0.5142140244333284,0,148,0.6997338635801819,2,0,0.5168577201001273,0,2,0.4915184338169866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,47,0.073,2004.5,500.0,1104.5,1399.5,590,84,126,6,0.695020926730948,0.688974569809939,0.6195199399070141,0.6345185218744803,8.018,4.418,500,295,0.6050727314399797,0.6346185185188754,0.5293951454348556,0.39922367573472184,0,42,0.3490121362816173,73,0,0.6818495318863694,0,73,0.7023333259729583,11,0,0.4716593218316662,0,11,0.5038723820498555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,47,0.073,2004.5,500.0,1,3.0,4,315,481,12,0.695020926730948,0.5683127102118614,0.6195199399070141,0.0,8.018,0.004,500,2,0.6050727314399797,nan,0.5533875992768547,0.5533875992768547,0,166,0.7023333259729583,164,0,0.6825217448998641,0,164,0.688974569809939,103,0,0.6802132780324143,0,103,0.6618074426447135,41,0,0.679848044108387,0,41,0.6161972650037175,5,0,0.5130940481684597,0,5,0.5249956853227916,2,0,0.45564087900715344,0,2,0.49768355100448686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,47,0.073,2004.5,500.0,1123.5,1498.5,750,4,46,3,0.695020926730948,0.7023333259729583,0.015365748052011116,0.014504954304954298,8.018,4.494,499.5,375,-0.011899567404799707,-0.016854504458314747,0.4896197893261931,0.4896197893261931,4,42,0.4403997366265388,0,4,0.40656813936300695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,47,0.073,2004.5,500.0,793.5,1106.5,626,5,169,4,0.695020926730948,0.688974569809939,0.015365748052011116,0.01577885196096058,8.018,3.174,499.5,313,-0.011899567404799707,-0.04167987125961758,0.42366665460276903,0.3340329633785401,4,165,0.7023333259729583,1,3,0.5617755467496969,0,1,0.4726999928781352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,48,0.073,1942.0,500.0,1353.5,1720.5,734,16,50,4,0.6991041672783584,0.6980659731254145,0.5942812472607354,0.6048040928991403,7.768,5.414,495.5,367,0.6144110324559997,0.6033691420837017,0.3793118606538943,0.41494889722397693,12,35,0.7001423614313025,4,11,0.6832420881189368,0,4,0.3734828430606905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,48,0.073,1942.0,500.0,0,0.0,0,331,469,12,0.6991041672783584,0,0.5942812472607354,0,7.768,0.0,495.5,0,0.6144110324559997,0,0,0,12,148,0.7001423614313025,82,3,0.6925757397363969,1,81,0.6410528193630352,169,1,0.6626097076407463,0,169,0.6499774414221084,55,0,0.6461393522377201,0,55,0.5898338376285133,10,0,0.5695942471479005,0,10,0.4723412311154699,2,0,0.42724409541160296,0,2,0.4088570603349847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,48,0.073,1942.0,500.0,1120.5,1501.5,762,1,37,4,0.6991041672783584,0.7001423614313025,0.01588687905661588,0.01645522747884952,7.768,4.482,500,381,-0.007825514346457205,0.00989419064323292,0.49104549166151956,0.4923978744026006,0,36,0.2997581529630006,1,0,0.4572770596816294,0,1,0.5138592663403625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,48,0.073,1942.0,500.0,776.5,1094.5,636,4,160,4,0.6991041672783584,0.7001423614313025,0.01588687905661588,0.015198777462928404,7.768,3.106,500,318,-0.007825514346457205,-0.021752505052703038,0.47138455811074476,0.4923978744026006,0,156,0.6980659731254145,4,0,0.4844102119913632,0,4,0.6461393522377201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,49,0.073,1986.5,500.0,899.5,1145.5,492,131,177,7,0.6838717286597567,0.6943102742493478,0.6128000381571378,0.6340721920886911,7.946,3.598,498,246,0.5550500836893377,0.5389842797180138,0.45040646967522213,0.4514030116818317,104,52,0.6681568808154672,0,98,0.6074539833645209,19,0,0.45507772791351014,0,19,0.49734467434738927,8,0,0.46776582200497197,0,8,0.545099755674263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,49,0.073,1986.5,500.0,1,3.0,4,419,377,13,0.6838717286597567,0.5865165903589405,0.6128000381571378,0.0,7.946,0.004,498,2,0.5550500836893377,nan,0.5837340341794537,0.5837340341794537,104,144,0.6943102742493478,91,84,0.6333290515818412,147,33,0.6880071123378186,29,91,0.6538635074192417,43,3,0.6734331830701655,0,17,0.6416635402417802,1,0,0.39258644901141826,0,1,0.5147348245761035,3,0,0.5413203735993627,0,3,0.5412810804440608,1,0,0.4913590291846545,0,1,0.5684927995113533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,49,0.073,1986.5,500.0,1114,1486.0,744,0,56,2,0.6838717286597567,0.6943102742493478,0.01589385336885335,0.014172916390658322,7.946,4.456,500,372,-0.02763361145781895,-0.0154020101877728,0.37542546597216975,0.38808938445484925,0,56,0.3413478460808146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,49,0.073,1986.5,500.0,796.5,1113.5,634,3,163,4,0.6838717286597567,0.6880071123378186,0.01589385336885335,0.014195355993463245,7.946,3.186,500,317,-0.02763361145781895,-0.02167332389864468,0.48166563617223035,0.45228694480423026,0,160,0.6943102742493478,3,0,0.6325777782045446,0,3,0.5382437503927735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,50,0.073,1935.0,500.0,1352,1720.0,736,14,50,3,0.6873212540437394,0.6935185941430743,0.5980393149880623,0.6184861032687119,7.74,5.4079999999999995,493.5,368,0.48926496447743584,0.46837046579522257,0.40565661768614164,0.34709979041866457,14,37,0.6730122752462477,0,13,0.6811239139444046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,50,0.073,1935.0,500.0,880.5,1172.5,584,28,188,8,0.6873212540437394,0.6935185941430743,0.5980393149880623,0.6086762362447297,7.74,3.5220000000000002,493.5,292,0.48926496447743584,0.5065730836226191,0.40381953160071193,0.38008395400466743,14,166,0.681571934221978,8,9,0.6809215191851612,0,7,0.5184037057356529,4,0,0.29214377802577723,0,4,0.5509085356956914,2,0,0.28010196799213,0,2,0.5445623788806062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,50,0.073,1935.0,500.0,1123,1500.0,754,4,42,4,0.6873212540437394,0.6935185941430743,0.015044825676559402,0.01720883375392658,7.74,4.492,500,377,-0.0212748525573249,-0.015870780533984136,0.4352030765897461,0.4352030765897461,3,38,0.46839038877858546,1,3,0.5392545331320607,0,1,0.4919667804607824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,50,0.073,1935.0,500.0,748.5,1053.5,610,10,180,6,0.6873212540437394,0.6935185941430743,0.015044825676559402,0.01707942330893151,7.74,2.9939999999999998,500,305,-0.0212748525573249,-0.02088658254025041,0.44911301689199434,0.390026773530528,3,170,0.681571934221978,6,3,0.525846995117313,0,6,0.6239263950708364,1,0,0.5638499722572136,0,1,0.40482906555377707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,51,0.073,1897.0,500.0,1336.5,1716.5,760,1,39,3,0.6853298074020868,0.6855082256618684,0.6092734265734261,0.6229787902156325,7.587999999999999,5.346,500,380,0.5402210500142701,0.474984350782655,0.43754614753074217,0.3630225575250071,1,38,0.3281640468123574,0,1,0.32297890421841485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,51,0.073,1897.0,500.0,775.5,1052.5,554,44,202,6,0.6853298074020868,0.6822961720983062,0.6092734265734261,0.5966188043805369,7.587999999999999,3.1020000000000003,500,277,0.5402210500142701,0.49846640218264054,0.3258048607953835,0.33449383086552587,1,161,0.6851513891423051,36,0,0.6804931717512978,0,34,0.6361329663697434,7,0,0.6855082256618684,0,7,0.6529162944286059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,51,0.073,1897.0,500.0,1097,1477.0,760,1,39,3,0.6853298074020868,0.6855082256618684,0.01733703616644791,0.01470139874745137,7.587999999999999,4.388,500,380,-0.017018408375845482,-0.015321121240442472,0.5548107904925951,0.6017008112122288,1,38,0.4370384429145282,0,1,0.4742873711010481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,51,0.073,1897.0,500.0,745,1057.0,624,7,169,4,0.6853298074020868,0.6855082256618684,0.01733703616644791,0.01332913880990804,7.587999999999999,2.98,500,312,-0.017018408375845482,-0.021496633853630886,0.5548107904925951,0.47981411848769717,1,162,0.6851513891423051,6,1,0.5333401744292887,0,6,0.6024223684953177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,52,0.073,2036.0,500.0,1390.5,1751.5,722,24,54,5,0.6925153681606695,0.6949992534783627,0.6146254289073947,0.6295636534902458,8.143999999999998,5.561999999999999,494,361,0.5567648807964497,0.545953471070034,0.3503803788587523,0.38351703325103514,12,30,0.5336095966702759,1,12,0.5796296944890577,11,1,0.6817588830016259,0,11,0.6807092004019679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,52,0.073,2036.0,500.0,0,0.0,0,330,470,16,0.6925153681606695,0,0.6146254289073947,0,8.143999999999998,0.0,494,0,0.5567648807964497,0,0,0,12,154,0.6669125960952829,101,6,0.6886778847900482,0,93,0.6807092004019679,110,0,0.6900314828429763,0,110,0.6817588830016259,91,0,0.6949992534783627,0,91,0.5391814512478497,11,0,0.5131426945966442,0,11,0.6635216227988113,2,0,0.6392997314302826,0,2,0.47153182200207844,1,0,0.47129838887689646,0,1,0.36458832673013847,2,0,0.40450941206623947,0,2,0.4321294183218674,0,0,0,0,0,0,0,0,0
206,52,0.073,2036.0,500.0,1206,1588.0,764,3,33,3,0.6925153681606695,0.6949992534783627,0.015059581774794537,0.01688609528923663,8.143999999999998,4.824,499.5,382,0.007020643089265196,0.0194788872357503,0.618063994344306,0.506617529242434,3,30,0.45966505501976707,0,3,0.4745707130948412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,52,0.073,2036.0,500.0,836,1148.0,624,10,166,5,0.6925153681606695,0.6949992534783627,0.015059581774794537,0.017044529544529532,8.143999999999998,3.344,499.5,312,0.007020643089265196,0.0064194998552918985,0.6365469032507616,0.6365469032507616,3,156,0.6669125960952829,6,3,0.5619601752111835,1,6,0.4769232086239866,0,1,0.4630944152456496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,53,0.073,1942.0,500.0,1331.5,1694.5,726,12,62,5,0.6886455807928897,0.693040776963738,0.6058888870611765,0.6188462058296768,7.768000000000001,5.3260000000000005,497.5,363,0.5651700736955247,0.5609605830596736,0.46446373819591424,0.44784166600139586,8,50,0.6296150751748484,1,8,0.5731131949069376,3,1,0.28459497373297393,0,3,0.35458445328753474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,53,0.073,1942.0,500.0,0,0.0,0,405,395,18,0.6886455807928897,0,0.6058888870611765,0,7.768000000000001,0.0,497.5,0,0.5651700736955247,0,0,0,8,169,0.693040776963738,254,5,0.6438715774512567,0,156,0.6715265486166662,122,0,0.6602960902072478,0,50,0.6483005632120599,14,0,0.5515852099153279,0,8,0.5958698870593535,2,0,0.5150640275270362,0,2,0.4597062205945404,1,0,0.40807103071043344,0,1,0.44079465748832874,1,0,0.42065748192359764,0,1,0.48774192740786493,1,0,0.522039691911848,0,1,0.37286856752339387,2,0,0.400842150730873,0,2,0.5650397399278969,0,0,0
210,53,0.073,1942.0,500.0,1074,1446.0,744,3,53,4,0.6886455807928897,0.693040776963738,0.016090757291954094,0.013129507887572394,7.768000000000001,4.296,499.5,372,-0.02764614938970341,-0.010583510782580963,0.5032827624909361,0.5067159033510383,2,50,0.5436874397807574,1,2,0.49053631380192486,0,1,0.3960350511956269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,53,0.073,1942.0,500.0,726,1036.0,620,5,175,4,0.6886455807928897,0.6715265486166662,0.016090757291954094,0.013275496904529165,7.768000000000001,2.904,499.5,310,-0.02764614938970341,-0.034664948323956765,0.507807881751002,0.507807881751002,2,170,0.693040776963738,3,2,0.6008380644629002,0,3,0.43659900115614597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,54,0.073,1923.0,500.0,1360.5,1740.5,760,0,40,2,0.6933801890525713,0.7008653148291941,0.6061892032803798,0.6254928744286328,7.692,5.442,500,380,0.5036536634454489,0.49313926723802537,0.4170334269034177,0.40589261614704564,0,40,0.339522497085205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,54,0.073,1923.0,500.0,895.5,1205.5,620,5,175,4,0.6933801890525713,0.7008653148291941,0.6061892032803798,0.6290031294870007,7.692,3.582,500,310,0.5036536634454489,0.44177462502258547,0.33846211565698264,0.4404135807293954,0,170,0.6841747103185866,5,0,0.5872200031354643,0,5,0.6220443693896006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,54,0.073,1923.0,500.0,1097,1474.0,754,3,43,4,0.6933801890525713,0.7008653148291941,0.014254625439919536,0.01283452032788902,7.692,4.388,500,377,-0.007507032255996089,-0.023489324564782636,0.3832805788197264,0.5345884550832252,2,40,0.44462044725835276,1,2,0.6095845444,0,1,0.6068274730494347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,54,0.073,1923.0,500.0,691,996.0,610,11,179,4,0.6933801890525713,0.7008653148291941,0.014254625439919536,0.011798274585159833,7.692,2.7640000000000002,500,305,-0.007507032255996089,0.0037172354230911096,0.4431705119486136,0.4431705119486136,2,170,0.6841747103185866,9,1,0.5419229583820725,0,8,0.5731460406217154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,55,0.073,1993.0,500.0,1063.5,1341.5,556,105,139,11,0.692753811588537,0.6930340197694557,0.6224362723367731,0.646076568550648,7.9719999999999995,4.254,498.5,278,0.6165165100830219,0.6427570961592165,0.43746512577906127,0.3598773120640173,69,35,0.6924736034076184,3,68,0.6922869735124029,18,3,0.5153849982264104,0,18,0.5346149538530699,6,0,0.4846160852904857,0,6,0.47158009457458516,8,0,0.5297895902533534,0,8,0.5028994360878395,1,0,0.4511450366561344,0,1,0.43227026662735657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,55,0.073,1993.0,500.0,0,0.0,0,351,449,11,0.692753811588537,0,0.6224362723367731,0,7.9719999999999995,0.0,498.5,0,0.6165165100830219,0,0,0,69,147,0.6924736034076184,31,58,0.6930340197694557,113,18,0.6770863524454506,7,100,0.6867898141583924,93,3,0.6470099574072621,2,89,0.5997285434030868,32,1,0.5302912450701759,1,31,0.5172352596546308,3,0,0.41749715945554833,0,2,0.49747107984038985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,55,0.073,1993.0,500.0,1169.5,1549.5,760,2,38,4,0.692753811588537,0.6930340197694557,0.013752413436236944,0.01398989898989898,7.9719999999999995,4.678,500,380,-0.0054223884608501655,-0.025256794973297258,0.37164310845593673,0.37293281244632437,0,36,0.3496095972339713,2,0,0.5623700181579373,0,2,0.5453289625383099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,55,0.073,1993.0,500.0,833,1151.0,636,3,161,4,0.692753811588537,0.6930340197694557,0.013752413436236944,0.013399388871086984,7.9719999999999995,3.332,500,318,-0.0054223884608501655,-0.04270107325700083,0.45209298661974806,0.47700001329577896,0,158,0.6796792834500394,3,0,0.5623700181579373,0,3,0.5344617524084868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,56,0.073,1935.0,500.0,432,568.0,272,248,280,8,0.6878459402285226,0.6873154299506935,0.603863772867079,0.6062407567922273,7.74,1.728,497.5,136,0.537516976236092,0.5918079363277906,0.4275145478513743,0.33691000548738176,6,33,0.5675218053650605,98,5,0.6919453080554211,0,98,0.6668848449913196,135,0,0.6791907377001065,0,135,0.6657333663090186,9,0,0.5847480375146857,0,9,0.6029956106449273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,56,0.073,1935.0,500.0,1,3.0,4,323,473,12,0.6878459402285226,0.3669690626480863,0.603863772867079,0.0,7.74,0.004,497.5,2,0.537516976236092,nan,0.2968188156629057,0.2968188156629057,6,155,0.6791907377001065,153,3,0.6919453080554211,0,151,0.6837465724016242,135,0,0.6668848449913196,0,135,0.6464961952172319,27,0,0.6873154299506935,0,27,0.5047701113635331,1,0,0.5420155177423336,0,1,0.32914982760195755,1,0,0.3555365311032287,0,1,0.38894769435314613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,56,0.073,1935.0,500.0,1155.5,1535.5,760,3,37,3,0.6878459402285226,0.6919453080554211,0.01557028004675062,0.013623985663459338,7.74,4.622,500,380,-0.010667972940690065,-0.0060621941491661845,0.38108436305605564,0.3694822704444583,3,34,0.5221346412474093,0,3,0.49096801333125983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,56,0.073,1935.0,500.0,805,1122.0,634,5,161,4,0.6878459402285226,0.6919453080554211,0.01557028004675062,0.011529725094393862,7.74,3.2199999999999998,500,317,-0.010667972940690065,-0.0011430944601666035,0.45039203642058856,0.45039203642058856,3,157,0.6791907377001065,2,2,0.5348990528701135,0,2,0.261137018670462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,57,0.073,1939.0,500.0,1345,1727.0,764,5,31,3,0.7009343160088692,0.7038540063685748,0.6013877202862491,0.6198771374144796,7.756,5.38,497.5,382,0.5866804762046474,0.6140792249211433,0.41532785135877837,0.36313608345613635,5,26,0.5373309985647156,0,5,0.4967925223964798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,57,0.073,1939.0,500.0,897,1211.0,628,8,164,4,0.7009343160088692,0.7038540063685748,0.6013877202862491,0.606625707979211,7.756,3.588,497.5,314,0.5866804762046474,0.6363736256900295,0.40516804133904016,0.4040274126000877,5,156,0.6957128803353231,3,5,0.5012842648125582,0,3,0.43549184204653113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,57,0.073,1939.0,500.0,1127.5,1512.5,770,2,28,3,0.7009343160088692,0.7038540063685748,0.015959423093246602,0.01539794981353422,7.756,4.51,500,385,0.012103412466944647,0.013118158744302905,0.49914379839191525,0.3937100686744279,2,26,0.49837244858576923,0,2,0.4892380094076131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,57,0.073,1939.0,500.0,778.5,1096.5,636,4,160,4,0.7009343160088692,0.7038540063685748,0.015959423093246602,0.017303992303992304,7.756,3.114,500,318,0.012103412466944647,-0.03142970278416786,0.38261262101193866,0.3296405418034615,2,156,0.6957128803353231,2,2,0.5616954350651138,0,2,0.44117201375695464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,58,0.073,1956.5,500.0,1390.5,1768.5,756,1,43,3,0.691469351765732,0.7027095282850092,0.6056950623266343,0.6146145523304719,7.8260000000000005,5.561999999999999,499.5,378,0.5417664727222997,0.5757821980358424,0.4450020456351824,0.34552821147474055,1,42,0.5155417012489216,0,1,0.4451086207401438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,58,0.073,1956.5,500.0,1,3.0,4,316,480,10,0.691469351765732,0.48807226399357845,0.6056950623266343,0.0,7.8260000000000005,0.004,499.5,2,0.5417664727222997,nan,0.47049239309592084,0.47049239309592084,1,173,0.7027095282850092,139,0,0.6802291752464549,0,131,0.6477961460898062,144,0,0.6574810375531226,0,144,0.6722689056390396,27,0,0.6693088584849229,0,27,0.634518982996837,5,0,0.582901640425301,0,5,0.5661679867913343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,58,0.073,1956.5,500.0,1111,1488.0,754,2,44,4,0.691469351765732,0.7027095282850092,0.014509111803229433,0.01111418790463883,7.8260000000000005,4.444,500,377,0.02044595300130438,0.005684767843959094,0.46472104948202586,0.5036672583788842,0,42,0.3659463607294414,2,0,0.5158661946237278,0,2,0.5227139898250157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,58,0.073,1956.5,500.0,750,1060.0,620,3,177,4,0.691469351765732,0.6802291752464549,0.014509111803229433,0.01220825769212866,7.8260000000000005,3.0,500,310,0.02044595300130438,-0.007387836795016515,0.36099044682466125,0.5036672583788842,0,174,0.7027095282850092,3,0,0.43602118715619326,0,3,0.5949649371279015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,59,0.073,1974.0,500.0,1346.5,1711.5,730,17,53,3,0.6878351953150053,0.6956211703852921,0.6145940033478728,0.6253146580342387,7.896,5.385999999999999,494.5,365,0.651177828299701,0.6266499545428386,0.42957016437194895,0.3912593457845439,17,36,0.6704605376649662,0,17,0.6593017773885321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
