,rep,intra_thres,init_intra_edge,init_supp_edge,fin_intra_edge,fin_supp_edge,alive_nodes,tot_isol_node,tot_unsupp_node,cas_steps,init_far_node,fin_far_node,init_clust,fin_clust,init_mean_deg,fin_mean_deg,init_larg_comp,fin_larg_comp,deg_assort,dist_deg_cent,dist_bet_cent,step1_isol,step1_unsupp,step2_isol,step2_unsupp,step3_isol,step3_unsupp,step4_isol,step4_unsupp,step5_isol,step5_unsupp,step6_isol,step6_unsupp,step7_isol,step7_unsupp,step8_isol,step8_unsupp,step9_isol,step9_unsupp,step10_isol,step10_unsupp,step11_isol,step11_unsupp,step12_isol,step12_unsupp,step13_isol,step13_unsupp,step14_isol,step14_unsupp,step15_isol,step15_unsupp,step16_isol,step16_unsupp,step17_isol,step17_unsupp,step18_isol,step18_unsupp,step19_isol,step19_unsupp,step20_isol,step20_unsupp,step21_isol,step21_unsupp,step22_isol,step22_unsupp,step23_isol,step23_unsupp,step24_isol,step24_unsupp,step25_isol,step25_unsupp,step26_isol,step26_unsupp,step27_isol,step27_unsupp,step28_isol,step28_unsupp,step29_isol,step29_unsupp,step30_isol,step30_unsupp,step31_isol,step31_unsupp,step32_isol,step32_unsupp,step33_isol,step33_unsupp,step34_isol,step34_unsupp,step35_isol,step35_unsupp,step36_isol,step36_unsupp,step37_isol,step37_unsupp,step38_isol,step38_unsupp,step39_isol,step39_unsupp,step40_isol,step40_unsupp,step41_isol,step41_unsupp,step42_isol,step42_unsupp,step43_isol,step43_unsupp,step44_isol,step44_unsupp,step45_isol,step45_unsupp,step46_isol,step46_unsupp,step47_isol,step47_unsupp,step48_isol,step48_unsupp,step49_isol,step49_unsupp,step50_isol,step50_unsupp,step51_isol,step51_unsupp,step52_isol,step52_unsupp
1737,435,0.037,517,500,0,0,0,861,39,4,0.693931214,0,0.434443478,0,2.068,0,23.5,0,0,0,0,853,5,6,34,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738,435,0.037,517,500,0,0,0,632,268,8,0.693931214,0,0.002549467,0,2.068,0,407.5,0,0,0,0,225,71,64,130,176,27,135,27,30,11,1,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739,435,0.037,517,500,0,0,0,601,299,8,0.693931214,0,0.002549467,0,2.068,0,407.5,0,0,0,0,225,59,47,127,197,20,50,81,79,4,1,8,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740,436,0.037,511,500,0,0,0,858,42,4,0.689939614,0,0.386314645,0,2.044,0,22.5,0,0,0,0,855,6,1,36,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1741,436,0.037,511,500,0,0,0,865,35,4,0.689939614,0,0.386314645,0,2.044,0,22.5,0,0,0,0,855,6,9,29,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742,436,0.037,511,500,0,0,0,611,289,8,0.689939614,0,0.001163664,0,2.044,0,406.5,0,0,0,0,223,77,81,136,234,23,42,48,28,1,2,4,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1743,436,0.037,511,500,0,0,0,626,274,8,0.689939614,0,0.001163664,0,2.044,0,406.5,0,0,0,0,223,66,68,128,207,25,102,43,18,10,5,2,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744,437,0.037,509.5,500,0,0,0,876,24,4,0.679789811,0,0.416379795,0,2.038,0,16.5,0,0,0,0,868,2,7,22,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745,437,0.037,509.5,500,0,0,0,873,27,3,0.679789811,0,0.416379795,0,2.038,0,16.5,0,0,0,0,868,3,5,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1746,437,0.037,509.5,500,0,0,0,598,302,8,0.679789811,0,0.005588597,0,2.038,0,396,0,0,0,0,238,75,75,131,189,27,54,60,39,4,1,5,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1747,437,0.037,509.5,500,0,0,0,623,277,8,0.679789811,0,0.005588597,0,2.038,0,396,0,0,0,0,238,61,74,127,246,23,46,61,17,1,0,4,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1748,438,0.037,498.5,500,0,0,0,862,38,4,0.688105021,0,0.412736727,0,1.994,0,21.5,0,0,0,0,858,4,2,34,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,438,0.037,498.5,500,0,0,0,858,42,3,0.688105021,0,0.412736727,0,1.994,0,21.5,0,0,0,0,858,3,0,39,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,438,0.037,498.5,500,0,0,0,621,279,7,0.688105021,0,0.004485339,0,1.994,0,396.5,0,0,0,0,223,67,55,139,267,12,50,54,26,2,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,438,0.037,498.5,500,0,0,0,613,287,8,0.688105021,0,0.004485339,0,1.994,0,396.5,0,0,0,0,223,67,88,115,157,41,82,52,58,10,4,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,439,0.037,516.5,500,0,0,0,869,31,3,0.697003323,0,0.414315351,0,2.066,0,30.5,0,0,0,0,844,6,25,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1753,439,0.037,516.5,500,0,0,0,849,51,4,0.697003323,0,0.414315351,0,2.066,0,30.5,0,0,0,0,844,5,3,46,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1754,439,0.037,516.5,500,0,0,0,607,293,7,0.697003323,0,0.002157738,0,2.066,0,404,0,0,0,0,222,78,71,146,237,24,65,41,12,2,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1755,439,0.037,516.5,500,1,3,4,612,284,7,0.697003323,0.604009461,0.002157738,0,2.066,0.004,404,2,nan,0.526189326,0.526189326,222,60,61,130,268,21,31,71,30,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1756,440,0.037,523.5,500,0,0,0,868,32,4,0.685102721,0,0.412658274,0,2.094,0,20,0,0,0,0,862,6,0,26,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,440,0.037,523.5,500,0,0,0,869,31,4,0.685102721,0,0.412658274,0,2.094,0,20,0,0,0,0,862,4,5,27,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758,440,0.037,523.5,500,0,0,0,586,314,8,0.685102721,0,0.001710107,0,2.094,0,398.5,0,0,0,0,228,63,45,132,124,22,66,60,83,27,37,10,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1759,440,0.037,523.5,500,0,0,0,578,322,8,0.685102721,0,0.001710107,0,2.094,0,398.5,0,0,0,0,228,64,53,146,175,17,50,81,67,4,1,10,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760,441,0.037,519.5,500,0,0,0,862,38,4,0.691317416,0,0.408139376,0,2.078,0,30.5,0,0,0,0,849,4,12,34,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761,441,0.037,519.5,500,0,0,0,858,42,3,0.691317416,0,0.408139376,0,2.078,0,30.5,0,0,0,0,849,6,9,36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,441,0.037,519.5,500,0,0,0,589,311,10,0.691317416,0,0,0,2.078,0,408.5,0,0,0,0,203,71,74,114,98,31,59,52,129,12,12,26,11,1,1,4,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763,441,0.037,519.5,500,0,0,0,642,258,6,0.691317416,0,0,0,2.078,0,408.5,0,0,0,0,203,79,94,124,275,20,60,31,10,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1764,442,0.037,521,500,0,0,0,872,28,4,0.68580722,0,0.46388281,0,2.084,0,19,0,0,0,0,865,4,4,24,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1765,442,0.037,521,500,0,0,0,867,33,4,0.68580722,0,0.46388281,0,2.084,0,19,0,0,0,0,865,0,0,33,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766,442,0.037,521,500,0,0,0,629,271,9,0.68580722,0,0.003031706,0,2.084,0,408.5,0,0,0,0,215,76,52,136,234,17,99,32,21,6,6,3,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1767,442,0.037,521,500,0,0,0,571,329,8,0.68580722,0,0.003031706,0,2.084,0,408.5,0,0,0,0,215,72,47,137,147,28,73,74,75,10,13,8,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1768,443,0.037,515.5,500,0,0,0,860,40,4,0.687449261,0,0.415576785,0,2.062,0,21,0,0,0,0,858,0,0,40,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769,443,0.037,515.5,500,0,0,0,872,28,4,0.687449261,0,0.415576785,0,2.062,0,21,0,0,0,0,858,5,12,23,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770,443,0.037,515.5,500,0,0,0,627,273,7,0.687449261,0,0.000491308,0,2.062,0,401,0,0,0,0,251,62,44,146,281,7,31,52,19,4,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771,443,0.037,515.5,500,0,0,0,607,293,7,0.687449261,0,0.000491308,0,2.062,0,401,0,0,0,0,251,69,55,138,223,15,47,62,29,5,2,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772,444,0.037,506,500,0,0,0,862,38,3,0.676741618,0,0.404131524,0,2.024,0,23,0,0,0,0,854,3,8,35,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773,444,0.037,506,500,0,0,0,859,41,4,0.676741618,0,0.404131524,0,2.024,0,23,0,0,0,0,854,3,1,38,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774,444,0.037,506,500,0,0,0,605,295,8,0.676741618,0,0.003310658,0,2.024,0,408,0,0,0,0,243,72,58,143,254,12,34,64,14,0,0,4,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775,444,0.037,506,500,0,0,0,601,299,8,0.676741618,0,0.003310658,0,2.024,0,408,0,0,0,0,243,57,53,134,139,26,38,64,118,6,5,12,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776,445,0.037,517.5,500,0,0,0,874,26,3,0.677663526,0,0.414087152,0,2.07,0,20.5,0,0,0,0,861,8,13,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777,445,0.037,517.5,500,0,0,0,870,30,3,0.677663526,0,0.414087152,0,2.07,0,20.5,0,0,0,0,861,7,9,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1778,445,0.037,517.5,500,0,0,0,566,334,8,0.677663526,0,0.001321656,0,2.07,0,406.5,0,0,0,0,220,80,62,133,192,18,33,87,57,0,0,16,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779,445,0.037,517.5,500,0,0,0,544,356,9,0.677663526,0,0.001321656,0,2.07,0,406.5,0,0,0,0,220,67,46,135,140,20,16,102,111,1,4,26,6,2,1,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780,446,0.037,509.5,500,0,0,0,853,47,3,0.686252434,0,0.425116359,0,2.038,0,25.5,0,0,0,0,851,5,2,42,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781,446,0.037,509.5,500,0,0,0,874,26,4,0.686252434,0,0.425116359,0,2.038,0,25.5,0,0,0,0,851,5,20,21,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782,446,0.037,509.5,500,0,0,0,623,277,7,0.686252434,0,0.0014651,0,2.038,0,399.5,0,0,0,0,219,73,100,110,92,42,132,31,75,18,5,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1783,446,0.037,509.5,500,0,0,0,585,315,7,0.686252434,0,0.0014651,0,2.038,0,399.5,0,0,0,0,219,59,41,154,232,9,35,83,56,2,2,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784,447,0.037,527.5,500,0,0,0,884,16,4,0.690753964,0,0.465989269,0,2.11,0,19.5,0,0,0,0,863,3,20,13,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1785,447,0.037,527.5,500,0,0,0,864,36,3,0.690753964,0,0.465989269,0,2.11,0,19.5,0,0,0,0,863,4,1,32,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1786,447,0.037,527.5,500,0,0,0,584,316,8,0.690753964,0,0.000601956,0,2.11,0,417.5,0,0,0,0,208,72,66,122,134,27,80,71,88,6,4,18,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1787,447,0.037,527.5,500,0,0,0,586,314,9,0.690753964,0,0.000601956,0,2.11,0,417.5,0,0,0,0,208,71,51,119,121,30,59,70,137,8,8,15,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788,448,0.037,526,500,0,0,0,874,26,4,0.693025865,0,0.45733457,0,2.104,0,22.5,0,0,0,0,867,7,6,19,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789,448,0.037,526,500,0,0,0,869,31,4,0.693025865,0,0.45733457,0,2.104,0,22.5,0,0,0,0,867,4,0,27,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790,448,0.037,526,500,0,0,0,615,285,7,0.693025865,0,0.004329613,0,2.104,0,413,0,0,0,0,198,80,78,129,197,31,119,40,20,5,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1791,448,0.037,526,500,0,0,0,605,295,9,0.693025865,0,0.004329613,0,2.104,0,413,0,0,0,0,198,74,74,123,156,36,122,46,47,13,6,2,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1792,449,0.037,517,500,0,0,0,869,31,3,0.689317698,0,0.409859537,0,2.068,0,22,0,0,0,0,856,4,13,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1793,449,0.037,517,500,0,0,0,869,31,4,0.689317698,0,0.409859537,0,2.068,0,22,0,0,0,0,856,2,11,29,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1794,449,0.037,517,500,0,0,0,601,299,7,0.689317698,0,0.007549897,0,2.068,0,394,0,0,0,0,243,70,50,159,216,14,71,52,21,1,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1795,449,0.037,517,500,0,0,0,598,302,7,0.689317698,0,0.007549897,0,2.068,0,394,0,0,0,0,243,67,52,136,150,28,91,53,59,13,3,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1796,450,0.037,508,500,1,3,4,858,38,5,0.689818182,0.553682008,0.399254167,0,2.032,0.004,26,2,nan,0.538868369,0.538868369,848,6,7,30,3,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1797,450,0.037,508,500,0,0,0,850,50,3,0.689818182,0,0.399254167,0,2.032,0,26,0,0,0,0,848,3,2,47,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1798,450,0.037,508,500,0,0,0,599,301,9,0.689818182,0,0.007833698,0,2.032,0,407.5,0,0,0,0,226,68,74,135,262,19,16,70,18,3,1,5,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1799,450,0.037,508,500,0,0,0,629,271,8,0.689818182,0,0.007833698,0,2.032,0,407.5,0,0,0,0,226,61,99,125,186,35,87,39,29,9,1,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,451,0.0375,514.5,500,0,0,0,827,73,3,0.678739114,0,0.403608837,0,2.058,0,45.5,0,0,0,0,813,11,14,62,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1801,451,0.0375,514.5,500,0,0,0,833,67,5,0.678739114,0,0.403608837,0,2.058,0,45.5,0,0,0,0,813,11,13,55,6,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1802,451,0.0375,514.5,500,0,0,0,601,299,8,0.678739114,0,0,0,2.058,0,410,0,0,0,0,231,73,71,126,216,15,52,78,29,1,0,6,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1803,451,0.0375,514.5,500,0,0,0,627,273,8,0.678739114,0,0,0,2.058,0,410,0,0,0,0,231,68,83,134,218,23,71,39,20,8,3,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1804,452,0.0375,522.5,500,0,0,0,864,36,4,0.692188283,0,0.384899307,0,2.09,0,27,0,0,0,0,862,2,0,34,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1805,452,0.0375,522.5,500,0,0,0,862,38,3,0.692188283,0,0.384899307,0,2.09,0,27,0,0,0,0,862,2,0,36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1806,452,0.0375,522.5,500,0,0,0,623,277,7,0.692188283,0,0.004350702,0,2.09,0,415.5,0,0,0,0,202,84,98,117,227,31,80,36,16,4,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1807,452,0.0375,522.5,500,0,0,0,580,320,8,0.692188283,0,0.004350702,0,2.09,0,415.5,0,0,0,0,202,71,50,127,188,19,58,86,77,6,4,11,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1808,453,0.0375,563,500,0,0,0,863,37,4,0.698290319,0,0.444634438,0,2.252,0,25.5,0,0,0,0,849,6,9,31,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1809,453,0.0375,563,500,0,0,0,861,39,3,0.698290319,0,0.444634438,0,2.252,0,25.5,0,0,0,0,849,5,12,34,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810,453,0.0375,563,500,0,0,0,604,296,9,0.698290319,0,0.001569264,0,2.252,0,427.5,0,0,0,0,211,77,50,125,206,18,45,60,84,2,5,13,2,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
