,rep,intra_thres,init_intra_edge,init_supp_edge,fin_intra_edge,fin_supp_edge,alive_nodes,tot_isol_node,tot_unsupp_node,cas_steps,init_far_node,fin_far_node,init_clust,fin_clust,init_mean_deg,fin_mean_deg,init_larg_comp,fin_larg_comp,deg_assort,dist_deg_cent,dist_bet_cent,step1_isol,step1_unsupp,step2_isol,step2_unsupp,step3_isol,step3_unsupp,step4_isol,step4_unsupp,step5_isol,step5_unsupp,step6_isol,step6_unsupp,step7_isol,step7_unsupp,step8_isol,step8_unsupp,step9_isol,step9_unsupp,step10_isol,step10_unsupp,step11_isol,step11_unsupp,step12_isol,step12_unsupp,step13_isol,step13_unsupp,step14_isol,step14_unsupp,step15_isol,step15_unsupp,step16_isol,step16_unsupp,step17_isol,step17_unsupp,step18_isol,step18_unsupp,step19_isol,step19_unsupp,step20_isol,step20_unsupp,step21_isol,step21_unsupp,step22_isol,step22_unsupp,step23_isol,step23_unsupp,step24_isol,step24_unsupp,step25_isol,step25_unsupp,step26_isol,step26_unsupp,step27_isol,step27_unsupp,step28_isol,step28_unsupp,step29_isol,step29_unsupp,step30_isol,step30_unsupp,step31_isol,step31_unsupp,step32_isol,step32_unsupp,step33_isol,step33_unsupp,step34_isol,step34_unsupp,step35_isol,step35_unsupp,step36_isol,step36_unsupp,step37_isol,step37_unsupp,step38_isol,step38_unsupp,step39_isol,step39_unsupp,step40_isol,step40_unsupp,step41_isol,step41_unsupp,step42_isol,step42_unsupp,step43_isol,step43_unsupp,step44_isol,step44_unsupp,step45_isol,step45_unsupp,step46_isol,step46_unsupp,step47_isol,step47_unsupp,step48_isol,step48_unsupp,step49_isol,step49_unsupp,step50_isol,step50_unsupp,step51_isol,step51_unsupp,step52_isol,step52_unsupp
77,20,0.03,346,500,0,0,0,875,25,3,0.681557086,0,0.300138258,0,1.384,0,13,0,0,0,0,874,1,1,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,20,0.03,346,500,0,0,0,769,131,5,0.681557086,0,0,0,1.384,0,227.5,0,0,0,0,645,34,102,93,21,4,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,20,0.03,346,500,0,0,0,779,121,5,0.681557086,0,0,0,1.384,0,227.5,0,0,0,0,645,30,111,88,22,3,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,21,0.03,347.5,500,0,0,0,873,27,3,0.70084732,0,0.297977196,0,1.39,0,15.5,0,0,0,0,869,3,4,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,21,0.03,347.5,500,0,0,0,869,31,3,0.70084732,0,0.297977196,0,1.39,0,15.5,0,0,0,0,869,0,0,31,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,21,0.03,347.5,500,0,0,0,708,192,5,0.70084732,0,0.002187227,0,1.39,0,208.5,0,0,0,0,655,22,30,166,20,4,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,21,0.03,347.5,500,0,0,0,730,170,5,0.70084732,0,0.002187227,0,1.39,0,208.5,0,0,0,0,655,23,37,142,38,0,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,22,0.03,330.5,500,0,0,0,885,15,3,0.687737158,0,0.290925639,0,1.322,0,14.5,0,0,0,0,874,4,11,11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,22,0.03,330.5,500,0,0,0,875,25,3,0.687737158,0,0.290925639,0,1.322,0,14.5,0,0,0,0,874,2,1,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,22,0.03,330.5,500,0,0,0,785,115,6,0.687737158,0,0,0,1.322,0,242,0,0,0,0,681,27,87,86,15,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,22,0.03,330.5,500,0,0,0,735,165,5,0.687737158,0,0,0,1.322,0,242,0,0,0,0,681,20,24,141,30,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,23,0.03,352,500,0,0,0,878,22,3,0.685837833,0,0.296936819,0,1.408,0,13,0,0,0,0,874,3,4,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,23,0.03,352,500,0,0,0,874,26,3,0.685837833,0,0.296936819,0,1.408,0,13,0,0,0,0,874,3,0,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,23,0.03,352,500,0,0,0,771,129,6,0.685837833,0,0.005049151,0,1.408,0,253.5,0,0,0,0,611,31,128,93,29,1,1,4,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,23,0.03,352,500,0,0,0,745,155,5,0.685837833,0,0.005049151,0,1.408,0,253.5,0,0,0,0,611,30,88,117,45,3,1,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,24,0.03,346.5,500,0,0,0,873,27,4,0.694762375,0,0.300517826,0,1.386,0,14.5,0,0,0,0,871,3,0,24,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,24,0.03,346.5,500,0,0,0,878,22,3,0.694762375,0,0.300517826,0,1.386,0,14.5,0,0,0,0,871,4,7,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,24,0.03,346.5,500,0,0,0,744,156,5,0.694762375,0,0.001298701,0,1.386,0,232.5,0,0,0,0,673,19,46,131,24,3,1,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,24,0.03,346.5,500,0,0,0,790,110,6,0.694762375,0,0.001298701,0,1.386,0,232.5,0,0,0,0,673,26,99,80,16,1,0,3,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,25,0.03,362.5,500,0,0,0,876,24,4,0.672893955,0,0.355574782,0,1.45,0,13.5,0,0,0,0,873,4,1,20,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,25,0.03,362.5,500,0,0,0,879,21,3,0.672893955,0,0.355574782,0,1.45,0,13.5,0,0,0,0,873,5,6,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,25,0.03,362.5,500,0,0,0,709,191,5,0.672893955,0,0.003675702,0,1.45,0,275,0,0,0,0,542,45,85,134,74,8,8,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,25,0.03,362.5,500,0,0,0,739,161,5,0.672893955,0,0.003675702,0,1.45,0,275,0,0,0,0,542,29,112,118,84,2,1,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,26,0.03,344,500,0,0,0,874,26,4,0.687355386,0,0.275464439,0,1.376,0,16.5,0,0,0,0,867,4,5,22,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,26,0.03,344,500,0,0,0,872,28,4,0.687355386,0,0.275464439,0,1.376,0,16.5,0,0,0,0,867,5,4,23,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,26,0.03,344,500,0,0,0,750,150,5,0.687355386,0,0.001073883,0,1.376,0,238,0,0,0,0,647,25,66,121,37,2,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,26,0.03,344,500,0,0,0,804,96,5,0.687355386,0,0.001073883,0,1.376,0,238,0,0,0,0,647,28,122,66,32,2,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,27,0.03,368.5,500,0,0,0,870,30,3,0.688129649,0,0.36529171,0,1.474,0,18,0,0,0,0,864,2,6,28,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,27,0.03,368.5,500,0,0,0,866,34,3,0.688129649,0,0.36529171,0,1.474,0,18,0,0,0,0,864,4,2,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,27,0.03,368.5,500,0,0,0,710,190,7,0.688129649,0,0.00109075,0,1.474,0,282.5,0,0,0,0,516,41,125,123,57,14,10,8,2,2,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,27,0.03,368.5,500,0,0,0,674,226,6,0.688129649,0,0.00109075,0,1.474,0,282.5,0,0,0,0,516,40,61,172,91,4,3,10,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,28,0.03,340.5,500,0,0,0,867,33,3,0.692169617,0,0.356443356,0,1.362,0,17,0,0,0,0,866,3,1,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,28,0.03,340.5,500,0,0,0,875,25,3,0.692169617,0,0.356443356,0,1.362,0,17,0,0,0,0,866,4,9,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,28,0.03,340.5,500,0,0,0,748,152,5,0.692169617,0,0.000483729,0,1.362,0,253.5,0,0,0,0,650,19,77,129,19,4,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,28,0.03,340.5,500,0,0,0,788,112,6,0.692169617,0,0.000483729,0,1.362,0,253.5,0,0,0,0,650,31,120,76,16,4,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,29,0.03,352,500,0,0,0,874,26,3,0.684201629,0,0.353453164,0,1.408,0,15,0,0,0,0,874,3,0,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,29,0.03,352,500,0,0,0,874,26,3,0.684201629,0,0.353453164,0,1.408,0,15,0,0,0,0,874,2,0,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,29,0.03,352,500,0,0,0,752,148,6,0.684201629,0,0,0,1.408,0,236,0,0,0,0,548,46,157,96,43,5,3,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,29,0.03,352,500,0,0,0,762,138,6,0.684201629,0,0,0,1.408,0,236,0,0,0,0,548,35,163,95,48,4,2,4,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,30,0.03,364,500,0,0,0,864,36,3,0.685587431,0,0.294726997,0,1.456,0,19,0,0,0,0,862,3,2,33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,30,0.03,364,500,0,0,0,868,32,4,0.685587431,0,0.294726997,0,1.456,0,19,0,0,0,0,862,3,5,29,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,30,0.03,364,500,0,0,0,763,137,5,0.685587431,0,0,0,1.456,0,257.5,0,0,0,0,568,34,157,96,37,5,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,30,0.03,364,500,0,0,0,754,146,5,0.685587431,0,0,0,1.456,0,257.5,0,0,0,0,568,42,147,98,35,6,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,31,0.0305,347,500,0,0,0,881,19,4,0.69522956,0,0.311368841,0,1.388,0,12,0,0,0,0,877,3,2,16,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,31,0.0305,347,500,0,0,0,878,22,3,0.69522956,0,0.311368841,0,1.388,0,12,0,0,0,0,877,1,1,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,31,0.0305,347,500,0,0,0,805,95,5,0.69522956,0,0,0,1.388,0,211.5,0,0,0,0,660,31,130,59,14,3,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,31,0.0305,347,500,0,0,0,735,165,5,0.69522956,0,0,0,1.388,0,211.5,0,0,0,0,660,19,42,140,33,2,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,32,0.0305,353,500,0,0,0,875,25,3,0.694296634,0,0.336028809,0,1.412,0,12.5,0,0,0,0,875,1,0,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,32,0.0305,353,500,0,0,0,876,24,3,0.694296634,0,0.336028809,0,1.412,0,12.5,0,0,0,0,875,4,1,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,32,0.0305,353,500,0,0,0,703,197,5,0.694296634,0,0.001890941,0,1.412,0,251.5,0,0,0,0,533,42,79,146,90,4,1,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,32,0.0305,353,500,0,0,0,778,122,5,0.694296634,0,0.001890941,0,1.412,0,251.5,0,0,0,0,533,34,199,80,45,8,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,33,0.0305,369.5,500,0,0,0,878,22,4,0.685225615,0,0.342155381,0,1.478,0,12,0,0,0,0,876,1,0,21,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,33,0.0305,369.5,500,0,0,0,876,24,3,0.685225615,0,0.342155381,0,1.478,0,12,0,0,0,0,876,1,0,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,33,0.0305,369.5,500,0,0,0,739,161,5,0.685225615,0,0,0,1.478,0,286.5,0,0,0,0,486,42,182,108,69,7,2,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,33,0.0305,369.5,500,0,0,0,731,169,6,0.685225615,0,0,0,1.478,0,286.5,0,0,0,0,486,40,138,117,100,6,4,6,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,34,0.0305,349,500,0,0,0,877,23,3,0.695226505,0,0.319452857,0,1.396,0,11.5,0,0,0,0,877,1,0,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,34,0.0305,349,500,0,0,0,878,22,3,0.695226505,0,0.319452857,0,1.396,0,11.5,0,0,0,0,877,1,1,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,34,0.0305,349,500,0,0,0,800,100,5,0.695226505,0,0,0,1.396,0,244,0,0,0,0,583,36,185,59,31,5,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,34,0.0305,349,500,0,0,0,747,153,5,0.695226505,0,0,0,1.396,0,244,0,0,0,0,583,39,128,107,35,5,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,35,0.0305,362.5,500,0,0,0,878,22,4,0.683112145,0,0.336040596,0,1.45,0,13.5,0,0,0,0,875,1,1,21,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,35,0.0305,362.5,500,0,0,0,882,18,4,0.683112145,0,0.336040596,0,1.45,0,13.5,0,0,0,0,875,2,5,16,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,35,0.0305,362.5,500,0,0,0,759,141,5,0.683112145,0,0,0,1.45,0,262.5,0,0,0,0,539,43,168,91,51,4,1,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,35,0.0305,362.5,500,0,0,0,739,161,6,0.683112145,0,0,0,1.45,0,262.5,0,0,0,0,539,41,131,113,67,4,1,3,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,36,0.0305,323.5,500,0,0,0,883,17,3,0.675369452,0,0.296388632,0,1.294,0,11.5,0,0,0,0,878,4,5,13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,36,0.0305,323.5,500,0,0,0,883,17,3,0.675369452,0,0.296388632,0,1.294,0,11.5,0,0,0,0,878,2,5,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,36,0.0305,323.5,500,0,0,0,755,145,5,0.675369452,0,0.002027027,0,1.294,0,199,0,0,0,0,608,28,98,108,47,3,2,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,36,0.0305,323.5,500,0,0,0,765,135,6,0.675369452,0,0.002027027,0,1.294,0,199,0,0,0,0,608,32,110,99,44,2,2,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,37,0.0305,364,500,0,0,0,882,18,4,0.672767108,0,0.384148964,0,1.456,0,11.5,0,0,0,0,879,2,1,16,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,37,0.0305,364,500,0,0,0,881,19,3,0.672767108,0,0.384148964,0,1.456,0,11.5,0,0,0,0,879,2,2,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,37,0.0305,364,500,0,0,0,762,138,5,0.672767108,0,0,0,1.456,0,282,0,0,0,0,502,48,200,84,56,6,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,37,0.0305,364,500,0,0,0,678,222,6,0.672767108,0,0,0,1.456,0,282,0,0,0,0,502,34,52,174,120,0,0,14,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,38,0.0305,362,500,0,0,0,878,22,3,0.687820185,0,0.325154519,0,1.448,0,11.5,0,0,0,0,878,1,0,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,38,0.0305,362,500,0,0,0,880,20,3,0.687820185,0,0.325154519,0,1.448,0,11.5,0,0,0,0,878,4,2,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,38,0.0305,362,500,0,0,0,768,132,5,0.687820185,0,0,0,1.448,0,284.5,0,0,0,0,468,45,244,76,54,8,2,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,38,0.0305,362,500,0,0,0,729,171,7,0.687820185,0,0,0,1.448,0,284.5,0,0,0,0,468,39,136,117,117,6,6,8,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,39,0.0305,340.5,500,0,0,0,884,16,3,0.683659721,0,0.289354161,0,1.362,0,11,0,0,0,0,878,3,6,13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,39,0.0305,340.5,500,0,0,0,882,18,4,0.683659721,0,0.289354161,0,1.362,0,11,0,0,0,0,878,0,0,18,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
