,rep,intra_thres,init_intra_edge,init_supp_edge,fin_intra_edge,fin_supp_edge,alive_nodes,tot_isol_node,tot_unsupp_node,cas_steps,init_far_node,fin_far_node,init_clust,fin_clust,init_mean_deg,fin_mean_deg,init_larg_comp,fin_larg_comp,deg_assort,dist_deg_cent,dist_bet_cent,step1_isol,step1_unsupp,step1_far_dead_node,step2_isol,step2_unsupp,step2_far_dead_node,step3_isol,step3_unsupp,step3_far_dead_node,step4_isol,step4_unsupp,step4_far_dead_node,step5_isol,step5_unsupp,step5_far_dead_node,step6_isol,step6_unsupp,step6_far_dead_node,step7_isol,step7_unsupp,step7_far_dead_node,step8_isol,step8_unsupp,step8_far_dead_node,step9_isol,step9_unsupp,step9_far_dead_node,step10_isol,step10_unsupp,step10_far_dead_node,step11_isol,step11_unsupp,step11_far_dead_node,step12_isol,step12_unsupp,step12_far_dead_node,step13_isol,step13_unsupp,step13_far_dead_node,step14_isol,step14_unsupp,step14_far_dead_node,step15_isol,step15_unsupp,step15_far_dead_node,step16_isol,step16_unsupp,step16_far_dead_node,step17_isol,step17_unsupp,step17_far_dead_node,step18_isol,step18_unsupp,step18_far_dead_node,step19_isol,step19_unsupp,step19_far_dead_node,step20_isol,step20_unsupp,step20_far_dead_node,step21_isol,step21_unsupp,step21_far_dead_node,step22_isol,step22_unsupp,step22_far_dead_node
196,50,0.067,1678,500,1048.5,1408.5,720,46,134,6,0.69380348,0.692655078,0.602403422,0.594692098,6.712,4.194,493,360,0.580674645,0.481570849,0.346513619,14,91,0.670238849,25,11,0.539456477,2,25,0.694951881,5,2,0.522628697,0,5,0.611291088,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,50,0.067,1678,500,1099,1480,762,25,113,5,0.69380348,0.694951881,0.602403422,0.598036223,6.712,4.396,493,381,0.598013259,0.510631837,0.298984592,14,90,0.670238849,5,12,0.635471858,6,5,0.669862456,0,6,0.507257889,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,50,0.067,1678,500,1067,1463,792,7,101,4,0.69380348,0.694951881,0.013432432,0.012069741,6.712,4.268,499,396,-0.018759111,0.441992572,0.463090156,3,94,0.668000706,4,3,0.505899901,0,4,0.55301076,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,50,0.067,1678,500,1073,1472,798,5,97,4,0.69380348,0.694951881,0.013432432,0.013887714,6.712,4.292,499,399,0.02464648,0.441992572,0.463090156,3,92,0.655304052,2,3,0.534342649,0,2,0.40228425,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,51,0.067,1617.5,500,1013,1382,738,35,127,9,0.697916703,0.697751495,0.606459984,0.581471833,6.47,4.052,494.5,369,0.59802636,0.524886121,0.424842887,13,93,0.691668505,8,12,0.69808191,2,8,0.692461297,0,2,0.475393084,11,0,0.611578696,0,11,0.573555257,1,0,0.626272484,0,1,0.50866713,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,51,0.067,1617.5,500,2.5,5.5,6,470,424,12,0.697916703,0.328753287,0.606459984,0.5,6.47,0.01,494.5,3,nan,0.239678981,0.239678981,13,87,0.673742565,62,11,0.69808191,12,54,0.611578696,98,8,0.697751495,0,71,0.646338188,184,0,0.678013831,0,138,0.604780028,88,0,0.569936319,0,52,0.525412298,13,0,0.477362949,0,3,0.265352789,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,51,0.067,1617.5,500,1024,1423,798,4,98,4,0.697916703,0.69808191,0.010985884,0.010626856,6.47,4.096,500,399,0.000974064,0.34101199,0.401444724,1,94,0.691668505,3,1,0.569936319,0,3,0.597930815,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,51,0.067,1617.5,500,1043,1447,808,2,90,4,0.697916703,0.69808191,0.010985884,0.00907055,6.47,4.172,500,404,-0.003098946,0.497136693,0.497136693,1,88,0.66450406,1,1,0.383412789,0,1,0.209040314,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,52,0.067,1649,500,1081,1451,740,37,123,6,0.682584206,0.680551394,0.60217564,0.61547073,6.596,4.324,490.5,370,0.600510125,0.47630347,0.406023262,22,93,0.671916955,14,16,0.688502109,0,13,0.578982877,1,0,0.482987431,0,1,0.581065904,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,52,0.067,1649,500,0,0,0,410,490,16,0.682584206,0,0.60217564,0,6.596,0,490.5,0,0,0,0,22,92,0.671916955,84,19,0.688502109,1,79,0.657238819,81,1,0.680551394,0,77,0.643009022,59,0,0.676666302,0,59,0.619689236,93,0,0.596840594,0,93,0.630318857,57,0,0.668810889,0,57,0.603505421,11,0,0.517239929,0,11,0.348185563,2,0,0.349468851,0,2,0.28912971,0,0,0,,,,,,,,,,,,,,,,,,
206,52,0.067,1649,500,1059,1458,798,3,99,4,0.682584206,0.688502109,0.011623848,0.012195984,6.596,4.236,500,399,0.003751039,0.5068304,0.5068304,0,96,0.662938584,3,0,0.506394941,0,3,0.471140891,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,52,0.067,1649,500,1069.5,1467.5,796,5,99,6,0.682584206,0.688502109,0.011623848,0.011283057,6.596,4.278,500,398,0.006362979,0.533009827,0.492713949,0,94,0.668861673,4,0,0.425525439,0,4,0.574053701,1,0,0.32317925,0,1,0.314574257,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,53,0.067,1619.5,500,1039.5,1411.5,744,34,122,5,0.690689925,0.685780858,0.572175588,0.568555601,6.478,4.158,487.5,372,0.504696223,0.378623952,0.288083773,28,93,0.695598993,1,23,0.665875599,5,1,0.492834521,0,5,0.477303645,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,53,0.067,1619.5,500,1,3,4,409,487,17,0.690689925,0.521883756,0.572175588,0,6.478,0.004,487.5,2,nan,0.450046407,0.450046407,28,85,0.695598993,4,23,0.585718472,73,3,0.665875599,0,72,0.658805038,68,0,0.647071629,0,68,0.603003995,96,0,0.685780858,0,96,0.659964492,107,0,0.628653143,0,107,0.578750561,28,0,0.513444552,0,28,0.520209702,4,0,0.39118895,0,4,0.46965585,1,0,0.44689366,0,1,0.478870349,0,0,0,,,,,,,,,,,,,,,
210,53,0.067,1619.5,500,1016,1414,796,4,100,4,0.690689925,0.695598993,0.015229584,0.013172827,6.478,4.064,499.5,398,0.001317006,0.41500977,0.387735778,2,96,0.632984815,2,2,0.437501515,0,2,0.516018755,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,53,0.067,1619.5,500,1019.5,1421.5,804,4,92,4,0.690689925,0.695598993,0.015229584,0.012628803,6.478,4.078,499.5,402,-0.036586329,0.317477798,0.41500977,2,89,0.676802777,2,1,0.548662723,0,2,0.539164214,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,54,0.067,1660,500,1054.5,1422.5,736,37,127,6,0.674122237,0.678061478,0.602809359,0.589647928,6.64,4.218,494,368,0.567275277,0.427127358,0.294168906,12,93,0.670182996,20,10,0.620993439,2,19,0.66452299,3,2,0.578466288,0,3,0.566172686,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,54,0.067,1660,500,1080.5,1458.5,756,25,119,6,0.674122237,0.674339675,0.602809359,0.601178304,6.64,4.322,494,378,0.506316458,0.402271063,0.293329317,12,95,0.678061478,10,11,0.605573425,0,10,0.646012082,3,0,0.66452299,0,3,0.42706331,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,54,0.067,1660,500,1059.5,1459.5,800,4,96,4,0.674122237,0.678061478,0.017503588,0.015968178,6.64,4.238,499,400,0.005897758,0.402098243,0.344750972,2,93,0.663636922,2,1,0.412372459,0,2,0.484284165,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,54,0.067,1660,500,1067.5,1464.5,794,5,101,4,0.674122237,0.674339675,0.017503588,0.018451986,6.64,4.27,499,397,-0.009891161,0.402098243,0.421404329,2,96,0.678061478,3,2,0.550384816,0,3,0.646959348,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,55,0.067,1657.5,500,0,0,0,431,469,17,0.690797992,0,0.59027995,0,6.63,0,493,0,0,0,0,23,95,0.698919211,16,20,0.688776285,192,15,0.652911493,20,188,0.680799288,103,5,0.682676774,9,86,0.575832055,49,4,0.553004192,7,43,0.597256928,8,1,0.678443964,0,8,0.648752197,1,0,0.573009565,0,1,0.519194398,1,0,0.514221097,0,1,0.615915578,2,0,0.658875041,0,2,0.4988121,0,0,0,,,,,,,,,,,,,,,
217,55,0.067,1657.5,500,0,0,0,414,486,10,0.690797992,0,0.59027995,0,6.63,0,493,0,0,0,0,23,90,0.698919211,200,14,0.652911493,0,191,0.680799288,152,0,0.682676774,0,152,0.678443964,34,0,0.651543638,0,34,0.648357656,5,0,0.652107797,0,5,0.346003115,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,55,0.067,1657.5,500,1093.5,1492.5,798,2,100,4,0.690797992,0.698919211,0.014925543,0.01592974,6.63,4.374,499.5,399,0.003805899,0.432634422,0.432634422,1,98,0.663848687,1,1,0.551423187,0,1,0.320668922,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,55,0.067,1657.5,500,1088.5,1487.5,798,4,98,4,0.690797992,0.682676774,0.014925543,0.013955621,6.63,4.354,499.5,399,0.000950679,0.432634422,0.432634422,1,94,0.698919211,3,1,0.511390535,0,3,0.659269693,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,56,0.067,1651,500,1078,1447,738,39,123,8,0.681032666,0.672124869,0.583679715,0.600262309,6.604,4.312,496,369,0.596764744,0.357542068,0.258872245,7,90,0.689940462,20,3,0.550658252,0,18,0.634916813,8,0,0.511472697,0,8,0.63930635,4,0,0.447609329,0,4,0.445232808,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,56,0.067,1651,500,802.5,1105.5,606,103,191,10,0.681032666,0.689940462,0.583679715,0.584112395,6.604,3.21,496,303,0.530260524,0.450868873,0.385168426,7,91,0.672124869,25,5,0.673032054,0,24,0.628010258,32,0,0.502779778,0,32,0.635742223,34,0,0.660792565,0,34,0.634916813,5,0,0.524360725,0,5,0.511096106,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,56,0.067,1651,500,1073,1473,800,3,97,4,0.681032666,0.672124869,0.0122666,0.014280206,6.604,4.292,500,400,-0.004085382,0.594283029,0.561822344,1,94,0.689940462,2,1,0.576942955,0,2,0.235142553,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,56,0.067,1651,500,1085.5,1486.5,802,3,95,4,0.681032666,0.689940462,0.0122666,0.013316131,6.604,4.342,500,401,-0.024263062,0.468601084,0.423899177,1,92,0.672124869,2,1,0.550476987,0,2,0.361191197,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,57,0.067,1655.5,500,1077.5,1460.5,766,20,114,5,0.679619225,0.67803441,0.605952704,0.596240002,6.622,4.31,495,383,0.58353359,0.416294025,0.327765412,10,94,0.68605508,7,10,0.651944387,3,7,0.66159079,0,3,0.52228883,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,57,0.067,1655.5,500,1,3,4,414,482,16,0.679619225,0.360794545,0.605952704,0,6.622,0.004,495,2,nan,0.313006756,0.313006756,10,92,0.669173232,110,7,0.68605508,15,96,0.647979923,51,12,0.61747613,4,49,0.663837592,25,3,0.67803441,0,24,0.672452404,74,0,0.673183369,0,74,0.646635673,62,0,0.525594621,0,62,0.642001407,55,0,0.663213512,0,55,0.620605889,8,0,0.532084816,0,8,0.290209966,0,0,0,,,,,,,,,,,,,,,,,,
226,57,0.067,1655.5,500,1058.5,1459.5,802,2,96,4,0.679619225,0.67803441,0.011885573,0.012007157,6.622,4.234,500,401,-0.011502598,0.564051829,0.564051829,1,94,0.68605508,1,1,0.582762045,0,1,0.470787733,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,57,0.067,1655.5,500,1070,1470,800,4,96,6,0.679619225,0.68605508,0.011885573,0.01263558,6.622,4.28,500,400,0.007215896,0.564051829,0.564051829,1,92,0.669173232,2,1,0.548578708,0,2,0.517245999,1,0,0.358502898,0,1,0.579948246,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,58,0.067,1630,500,1088.5,1473.5,770,16,114,4,0.692780853,0.70162905,0.597974565,0.60380574,6.52,4.354,498,385,0.598528555,0.367923417,0.350626203,5,98,0.669424705,11,5,0.588396055,0,11,0.475684674,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,58,0.067,1630,500,1137.5,1535.5,796,10,94,4,0.692780853,0.70162905,0.597974565,0.601729775,6.52,4.55,498,398,0.572614759,0.367923417,0.330907476,5,84,0.663128305,5,5,0.566432513,0,5,0.467820923,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,58,0.067,1630,500,1026,1424,796,3,101,4,0.692780853,0.70162905,0.013721323,0.013412906,6.52,4.104,499.5,398,-0.009055614,0.437999406,0.370965621,2,98,0.669424705,1,2,0.666048376,0,1,0.27731583,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,58,0.067,1630,500,1076,1480,808,4,88,4,0.692780853,0.70162905,0.013721323,0.011896732,6.52,4.304,499.5,404,-0.020499718,0.4335954,0.490666847,2,84,0.663128305,2,2,0.515650686,0,2,0.404464508,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,59,0.067,1591.5,500,947,1299,704,54,142,7,0.678065717,0.665034106,0.593128194,0.57783759,6.366,3.788,491,352,0.524948772,0.290717754,0.335689403,19,89,0.656238458,5,18,0.633692156,26,5,0.665448665,0,26,0.632218742,4,0,0.690682768,0,4,0.471171287,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,59,0.067,1591.5,500,909,1254,690,65,145,6,0.678065717,0.690682768,0.593128194,0.585429683,6.366,3.636,491,345,0.503030161,0.270224176,0.247353662,19,85,0.6501068,6,16,0.654175143,17,5,0.665448665,23,16,0.638189608,0,23,0.633692156,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,59,0.067,1591.5,500,1034.5,1438.5,808,1,91,3,0.678065717,0.690682768,0.014577084,0.01388496,6.366,4.138,499.5,404,-0.01133323,0.537645364,0.537645364,1,90,0.656238458,0,1,0.343229226,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,59,0.067,1591.5,500,1036,1441,810,2,88,4,0.678065717,0.690682768,0.014577084,0.013646429,6.366,4.144,499.5,405,-0.024744898,0.409064373,0.409064373,1,86,0.6501068,1,1,0.476323603,0,1,0.506082599,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,60,0.067,1668,500,0,0,0,464,436,14,0.694281002,0,0.595782616,0,6.672,0,496.5,0,0,0,0,8,96,0.694474846,80,6,0.701359836,0,74,0.634322852,193,0,0.66652619,0,127,0.615469786,108,0,0.671688695,0,88,0.687202168,52,0,0.610148946,0,36,0.548765456,20,0,0.609095446,0,6,0.500075343,3,0,0.526607644,0,3,0.466844554,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
237,60,0.067,1668,500,0,0,0,505,395,12,0.694281002,0,0.595782616,0,6.672,0,496.5,0,0,0,0,8,93,0.669687595,94,6,0.701359836,0,87,0.656677994,127,0,0.66652619,0,97,0.620565982,219,0,0.647859248,0,91,0.598889529,53,0,0.543911518,0,19,0.577359168,4,0,0.567274063,0,2,0.495672305,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,60,0.067,1668,500,1081.5,1481.5,800,2,98,4,0.694281002,0.701359836,0.013619003,0.013473124,6.672,4.326,499.5,400,-0.045242439,0.211414159,0.309711716,1,97,0.694474846,1,0,0.457987032,0,1,0.456530673,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,60,0.067,1668,500,1072,1473,802,2,96,4,0.694281002,0.701359836,0.013619003,0.013748952,6.672,4.288,499.5,401,-0.044955534,0.370284698,0.425209744,1,94,0.627921005,1,1,0.570013027,0,1,0.225616152,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,61,0.067,1729.5,500,2,5,6,538,356,11,0.691362839,0.513685452,0.614592431,0,6.918,0.008,494.5,3,-1,0.385512417,0.385512417,171,73,0.652097211,44,132,0.684961705,117,26,0.669731987,116,48,0.697763974,34,47,0.592572049,49,6,0.676233718,2,21,0.584214866,3,1,0.459433456,1,2,0.530064312,1,0,0.471907913,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,61,0.067,1729.5,500,1,3,4,552,344,10,0.691362839,0.51674351,0.614592431,0,6.918,0.004,494.5,2,nan,0.441053607,0.441053607,171,71,0.661579104,39,138,0.697763974,145,25,0.684961705,161,39,0.66269913,13,57,0.625055794,21,2,0.585042406,0,10,0.563757878,2,0,0.454702628,0,2,0.474061936,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,61,0.067,1729.5,500,1107.5,1506.5,798,4,98,4,0.691362839,0.697763974,0.013953421,0.012648581,6.918,4.43,499.5,399,-0.000145468,0.459987889,0.377013672,2,94,0.638268488,2,2,0.486867198,0,2,0.429937111,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,61,0.067,1729.5,500,1123,1521,796,5,99,5,0.691362839,0.697763974,0.013953421,0.01195239,6.918,4.492,499.5,398,0.007857557,0.385518244,0.434524845,2,94,0.661579104,2,2,0.486867198,1,2,0.485346365,0,1,0.494436995,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,62,0.067,1660.5,500,1,3,4,401,495,17,0.688548904,0.478667285,0.593055749,0,6.642,0.004,496.5,2,nan,0.451376933,0.451376933,7,95,0.682429838,8,6,0.588152822,147,8,0.638844118,0,147,0.644564242,109,0,0.696261524,0,109,0.670991261,87,0,0.657325348,0,87,0.639316837,37,0,0.665542584,0,37,0.628428902,4,0,0.45581846,0,4,0.564398399,1,0,0.585429777,0,1,0.437540783,1,0,0.379124989,0,1,0.520306909,0,0,0,,,,,,,,,,,,,,,
245,62,0.067,1660.5,500,1112,1500,776,18,106,4,0.688548904,0.696261524,0.593055749,0.581989767,6.642,4.448,496.5,388,0.5975972,0.364822398,0.338616169,7,88,0.682429838,11,7,0.657325348,0,11,0.555293759,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,62,0.067,1660.5,500,1048.5,1445.5,794,5,101,4,0.688548904,0.696261524,0.013507207,0.015428575,6.642,4.194,499,397,0.006954775,0.355370155,0.463235279,4,96,0.668954146,1,4,0.549587365,0,1,0.409869411,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,62,0.067,1660.5,500,1079.5,1483.5,808,4,88,3,0.688548904,0.696261524,0.013507207,0.014371382,6.642,4.318,499,404,-0.015482657,0.374638991,0.374638991,4,86,0.650834986,0,2,0.655640651,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,63,0.067,1663.5,500,1099.5,1484.5,770,24,106,6,0.693773015,0.688466764,0.613796092,0.608462259,6.654,4.398,491,385,0.577750621,0.35075866,0.310748011,18,89,0.695611021,5,11,0.642928857,0,5,0.522927178,1,0,0.4819005,0,1,0.539127553,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,63,0.067,1663.5,500,1,3,4,511,385,10,0.693773015,0.642928857,0.613796092,0,6.654,0.004,491,2,nan,0.445531557,0.445531557,18,86,0.691935009,44,13,0.576807412,151,27,0.642748069,91,139,0.695611021,172,16,0.688466764,16,97,0.653957717,16,3,0.611897676,2,3,0.583049693,1,1,0.688263136,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,63,0.067,1663.5,500,1062.5,1463.5,802,2,96,3,0.693773015,0.691935009,0.014868207,0.014700636,6.654,4.25,499.5,401,-0.019856724,0.563534959,0.26252968,2,94,0.695611021,0,2,0.450074928,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,63,0.067,1663.5,500,1099,1503,808,2,90,3,0.693773015,0.695611021,0.014868207,0.015636687,6.654,4.396,499.5,404,-0.018873538,0.362242127,0.362242127,2,88,0.682604433,0,2,0.494911542,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,64,0.067,1653,500,0,0,0,412,488,22,0.689658156,0,0.588787387,0,6.612,0,486,0,0,0,0,28,86,0.691650561,11,18,0.576521259,0,11,0.686597365,18,0,0.679644045,0,18,0.558584831,146,0,0.669522861,0,146,0.664040166,58,0,0.637345228,0,58,0.528168005,20,0,0.551786921,0,20,0.570633376,21,0,0.478213744,0,21,0.553423209,80,0,0.687665752,0,80,0.628313369,25,0,0.585964364,0,25,0.494532834,3,0,0.337116888,0,3,0.617330057,2,0,0.617612737,0,2,0.323498838,0,0,0
253,64,0.067,1653,500,785,1084,598,112,190,9,0.689658156,0.687665752,0.588787387,0.570953777,6.612,3.14,486,299,0.616041951,0.435453038,0.420594804,28,82,0.691650561,15,24,0.644038382,38,15,0.686597365,2,38,0.567963826,25,2,0.669522861,0,25,0.589734799,4,0,0.331085501,0,4,0.491181877,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,64,0.067,1653,500,1057,1454,794,8,98,6,0.689658156,0.687665752,0.012606588,0.012185883,6.612,4.228,498,397,-0.005596387,0.282482234,0.282482234,6,91,0.691650561,1,5,0.606357592,0,1,0.597692276,1,0,0.377970795,0,1,0.379440429,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,64,0.067,1653,500,1083.5,1484.5,802,7,91,4,0.689658156,0.687665752,0.012606588,0.012113628,6.612,4.334,498,401,-0.016680208,0.461620916,0.471938405,6,84,0.691650561,1,6,0.678023301,0,1,0.466678233,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,65,0.067,1634,500,1,3,4,415,481,21,0.679799566,0.400002275,0.581796482,0,6.536,0.004,495.5,2,nan,0.391438585,0.391438585,95,84,0.663280501,8,85,0.665540281,25,8,0.656498253,5,24,0.668485036,13,1,0.596748975,0,10,0.502256122,5,0,0.495587108,0,5,0.549534492,3,0,0.551360702,0,3,0.475967273,21,0,0.697201164,0,21,0.50626156,128,0,0.577226952,0,128,0.673333604,89,0,0.676445324,0,89,0.60107231,21,0,0.559734762,0,21,0.464962166,2,0,0.420988603,0,2,0.424020748,0,0,0,,,
257,65,0.067,1634,500,811,1123,624,106,170,5,0.679799566,0.697201164,0.581796482,0.571493766,6.536,3.244,495.5,312,0.479720838,0.301299311,0.373585957,95,77,0.676445324,0,82,0.656498253,11,0,0.626685936,0,11,0.569743987,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,65,0.067,1634,500,1071,1471,800,3,97,4,0.679799566,0.697201164,0.010625567,0.01529798,6.536,4.284,499.5,400,-0.002735382,0.400462887,0.312581539,1,94,0.618441791,2,1,0.485994795,0,2,0.374140956,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,65,0.067,1634,500,1067.5,1470.5,806,2,92,4,0.679799566,0.697201164,0.010625567,0.013857827,6.536,4.27,499.5,403,0.009699591,0.345325834,0.419454181,1,90,0.676445324,1,1,0.539223608,0,1,0.455142598,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,66,0.067,1718.5,500,1,3,4,400,496,14,0.689053207,0.495155705,0.608599588,0,6.874,0.004,500,2,nan,0.453055757,0.453055757,3,96,0.678626361,48,3,0.674906551,0,48,0.679744784,78,0,0.703199863,0,78,0.593302857,153,0,0.662099017,0,153,0.692457764,87,0,0.658558571,0,87,0.601148543,27,0,0.616824833,0,27,0.543102479,4,0,0.425625481,0,4,0.414280043,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
261,66,0.067,1718.5,500,0,0,0,414,486,10,0.689053207,0,0.608599588,0,6.874,0,500,0,0,0,0,3,91,0.610048675,258,1,0.703199863,0,241,0.664355633,135,0,0.662099017,0,135,0.552886163,14,0,0.501530288,0,14,0.632707318,4,0,0.674906551,0,4,0.474810881,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,66,0.067,1718.5,500,1104,1503,798,3,99,4,0.689053207,0.703199863,0.01306807,0.011595881,6.874,4.416,499.5,399,0.001738865,0.554175043,0.554175043,1,96,0.678626361,2,1,0.476527584,0,2,0.585306397,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,66,0.067,1718.5,500,1110,1510,800,4,96,4,0.689053207,0.703199863,0.01306807,0.009571581,6.874,4.44,499.5,400,-0.021708701,0.459584004,0.442326497,1,92,0.610048675,3,1,0.536777846,0,3,0.515317079,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,67,0.067,1651,500,1,3,4,425,471,11,0.697611767,0.487946096,0.597850364,0,6.604,0.004,491.5,2,nan,0.485668917,0.485668917,229,73,0.702351886,1,204,0.6828192,149,0,0.689603294,0,148,0.691143766,33,0,0.634980649,0,33,0.530597744,12,0,0.523791797,0,12,0.550126661,1,0,0.561889352,0,1,0.477702784,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
