,rep,intra_thres,init_intra_edge,init_supp_edge,fin_intra_edge,fin_supp_edge,alive_nodes,tot_isol_node,tot_unsupp_node,cas_steps,init_far_node,fin_far_node,init_clust,fin_clust,init_mean_deg,fin_mean_deg,init_larg_comp,fin_larg_comp,deg_assort,dist_deg_cent,dist_bet_cent,step1_isol,step1_unsupp,step2_isol,step2_unsupp,step3_isol,step3_unsupp,step4_isol,step4_unsupp,step5_isol,step5_unsupp,step6_isol,step6_unsupp,step7_isol,step7_unsupp,step8_isol,step8_unsupp,step9_isol,step9_unsupp,step10_isol,step10_unsupp,step11_isol,step11_unsupp,step12_isol,step12_unsupp,step13_isol,step13_unsupp,step14_isol,step14_unsupp,step15_isol,step15_unsupp,step16_isol,step16_unsupp,step17_isol,step17_unsupp,step18_isol,step18_unsupp,step19_isol,step19_unsupp,step20_isol,step20_unsupp,step21_isol,step21_unsupp,step22_isol,step22_unsupp,step23_isol,step23_unsupp,step24_isol,step24_unsupp,step25_isol,step25_unsupp,step26_isol,step26_unsupp,step27_isol,step27_unsupp,step28_isol,step28_unsupp,step29_isol,step29_unsupp,step30_isol,step30_unsupp,step31_isol,step31_unsupp,step32_isol,step32_unsupp,step33_isol,step33_unsupp,step34_isol,step34_unsupp,step35_isol,step35_unsupp,step36_isol,step36_unsupp,step37_isol,step37_unsupp,step38_isol,step38_unsupp,step39_isol,step39_unsupp,step40_isol,step40_unsupp,step41_isol,step41_unsupp,step42_isol,step42_unsupp,step43_isol,step43_unsupp
6712,1679,0.0755,726.5,300,0,0,0,390,150,10,0.680914337,0,0.594071678,0,4.843333333,0,274,0,0,0,0,164,44,119,44,72,34,23,14,9,4,1,7,0,1,2,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6713,1679,0.0755,726.5,300,0,0,0,372,168,9,0.680914337,0,0.594071678,0,4.843333333,0,274,0,0,0,0,164,32,113,59,53,54,36,12,2,9,2,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6714,1679,0.0755,726.5,300,432.5,664.5,464,9,67,4,0.680914337,0.688002212,0.019212513,0.017358779,4.843333333,2.883333333,297.5,232,-0.035485607,0.406541487,0.389454483,5,59,4,4,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6715,1679,0.0755,726.5,300,459,691,464,12,64,4,0.680914337,0.682618595,0.019212513,0.0167836,4.843333333,3.06,297.5,232,-0.008715609,0.406541487,0.454953328,5,52,7,5,0,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6716,1680,0.0755,739.5,300,1,3,4,310,226,8,0.665891383,0.362877193,0.563814188,0,4.93,0.006666667,285,2,nan,0.32534533,0.32534533,31,51,119,19,67,75,43,36,38,22,9,17,3,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6717,1680,0.0755,739.5,300,0,0,0,356,184,9,0.665891383,0,0.563814188,0,4.93,0,285,0,0,0,0,31,47,91,20,92,65,130,11,5,37,5,1,1,3,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6718,1680,0.0755,739.5,300,450.5,681.5,462,14,64,5,0.665891383,0.678609362,0.018016389,0.017975675,4.93,3.003333333,296,231,-0.03494316,0.357831074,0.357831074,11,53,2,10,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6719,1680,0.0755,739.5,300,431,660,458,16,66,5,0.665891383,0.678609362,0.018016389,0.021854383,4.93,2.873333333,296,229,-0.053279378,0.446543234,0.404835278,11,50,3,11,2,3,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6720,1681,0.076,773,300,0,0,0,399,141,7,0.68875735,0,0.563160448,0,5.153333333,0,270.5,0,0,0,0,251,34,79,81,56,12,10,13,2,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6721,1681,0.076,773,300,0,0,0,390,150,6,0.68875735,0,0.563160448,0,5.153333333,0,270.5,0,0,0,0,251,32,72,97,56,9,9,10,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6722,1681,0.076,773,300,497,728,462,11,67,5,0.68875735,0.698716483,0.018433441,0.016945272,5.153333333,3.313333333,297.5,231,-0.007362455,0.539940111,0.485782389,5,58,4,4,2,3,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6723,1681,0.076,773,300,485,721,472,6,62,5,0.68875735,0.698716483,0.018433441,0.016022972,5.153333333,3.233333333,297.5,236,0.039506428,0.539940111,0.539940111,5,56,0,5,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6724,1682,0.076,779.5,300,0,0,0,380,160,7,0.667948379,0,0.587915168,0,5.196666667,0,204.5,0,0,0,0,180,39,110,61,56,44,26,5,6,9,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6725,1682,0.076,779.5,300,0,0,0,369,171,8,0.667948379,0,0.587915168,0,5.196666667,0,204.5,0,0,0,0,180,45,62,92,110,11,12,20,3,1,1,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6726,1682,0.076,779.5,300,505,741,472,10,58,4,0.667948379,0.671153282,0.018162398,0.017971941,5.196666667,3.366666667,298,236,0.005996199,0.371597884,0.445030396,5,51,4,4,1,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6727,1682,0.076,779.5,300,497,731,468,9,63,4,0.667948379,0.671153282,0.018162398,0.018748535,5.196666667,3.313333333,298,234,-0.00014501,0.371597884,0.443972457,5,55,4,4,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6728,1683,0.076,744,300,0,0,0,331,209,10,0.69238904,0,0.568737218,0,4.96,0,283,0,0,0,0,35,52,126,16,33,102,115,8,12,23,7,1,1,4,2,1,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6729,1683,0.076,744,300,0,0,0,404,136,7,0.69238904,0,0.568737218,0,4.96,0,283,0,0,0,0,35,49,226,13,107,65,34,5,0,4,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6730,1683,0.076,744,300,476.5,713.5,474,5,61,4,0.69238904,0.693306656,0.012118316,0.018004335,4.96,3.176666667,299,237,-0.023994835,0.467924519,0.503782703,3,57,2,2,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6731,1683,0.076,744,300,477,712,470,10,60,4,0.69238904,0.693306656,0.012118316,0.010111449,4.96,3.18,299,235,-0.026153561,0.309814498,0.334928935,3,52,7,2,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6732,1684,0.076,755,300,0,0,0,382,158,8,0.681695135,0,0.594618868,0,5.033333333,0,276,0,0,0,0,172,32,118,63,61,33,24,25,5,2,0,3,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6733,1684,0.076,755,300,1,3,4,368,168,7,0.681695135,0.520360723,0.594618868,0,5.033333333,0.006666667,276,2,nan,0.463770441,0.463770441,172,33,131,76,51,30,10,23,4,2,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6734,1684,0.076,755,300,457,685,456,13,71,4,0.681695135,0.68122534,0.015978987,0.013653926,5.033333333,3.046666667,299,228,-0.018003391,0.396725986,0.396725986,8,58,5,8,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6735,1684,0.076,755,300,464.5,696.5,464,11,65,4,0.681695135,0.68916318,0.015978987,0.012866037,5.033333333,3.096666667,299,232,0.009407852,0.396725986,0.410714555,8,54,3,8,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6736,1685,0.076,782,300,1,3,4,401,135,8,0.666069238,0.51729809,0.577577269,0,5.213333333,0.006666667,256,2,nan,0.401634678,0.401634678,254,29,70,67,61,19,8,17,7,1,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6737,1685,0.076,782,300,0,0,0,404,136,6,0.666069238,0,0.577577269,0,5.213333333,0,256,0,0,0,0,254,26,65,89,78,8,4,13,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6738,1685,0.076,782,300,486.5,721.5,470,5,65,4,0.666069238,0.671059626,0.014619974,0.014266018,5.213333333,3.243333333,299.5,235,-0.02634962,0.450122826,0.450122826,3,60,2,3,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6739,1685,0.076,782,300,484.5,721.5,474,6,60,4,0.666069238,0.671059626,0.014619974,0.015302056,5.213333333,3.23,299.5,237,-0.014664782,0.450122826,0.450122826,3,56,3,2,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6740,1686,0.076,751,300,0,0,0,381,159,7,0.682036142,0,0.589250993,0,5.006666667,0,280,0,0,0,0,224,30,61,103,93,6,1,18,2,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6741,1686,0.076,751,300,0,0,0,396,144,7,0.682036142,0,0.589250993,0,5.006666667,0,280,0,0,0,0,224,37,89,88,57,8,24,6,2,3,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6742,1686,0.076,751,300,447,678,462,11,67,6,0.682036142,0.671612875,0.014618381,0.01351096,5.006666667,2.98,299.5,231,0.01369574,0.360083721,0.373909319,5,56,5,5,0,5,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6743,1686,0.076,751,300,449,681,464,8,68,4,0.682036142,0.692459408,0.014618381,0.011200055,5.006666667,2.993333333,299.5,232,-0.010397561,0.444079902,0.360083721,5,60,3,5,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6744,1687,0.076,734,300,0,0,0,413,127,7,0.699776257,0,0.574532359,0,4.893333333,0,282,0,0,0,0,190,36,163,46,32,29,26,8,2,6,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6745,1687,0.076,734,300,0,0,0,371,169,10,0.699776257,0,0.574532359,0,4.893333333,0,282,0,0,0,0,190,36,122,94,39,20,15,14,1,2,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6746,1687,0.076,734,300,456.5,683.5,454,15,71,6,0.699776257,0.70298215,0.015781332,0.018584365,4.893333333,3.043333333,297,227,-0.028195849,0.372535398,0.427657942,6,56,6,6,0,6,3,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6747,1687,0.076,734,300,486.5,725.5,478,8,54,5,0.699776257,0.70298215,0.015781332,0.018019707,4.893333333,3.243333333,297,239,-0.019406296,0.290135936,0.482115297,6,48,1,4,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6748,1688,0.076,768.5,300,1,3,4,304,232,11,0.680504563,0.550205235,0.599301298,0,5.123333333,0.006666667,285,2,nan,0.488568599,0.488568599,148,41,22,106,60,11,26,38,36,4,2,22,8,0,0,8,2,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6749,1688,0.076,768.5,300,0,0,0,370,170,8,0.680504563,0,0.599301298,0,5.123333333,0,285,0,0,0,0,148,41,119,68,81,25,16,31,4,3,0,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6750,1688,0.076,768.5,300,483.5,716.5,466,8,66,5,0.680504563,0.687641442,0.015087931,0.014406635,5.123333333,3.223333333,299,233,0.066130561,0.365246966,0.500224203,6,58,1,6,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6751,1688,0.076,768.5,300,474,702,456,15,69,5,0.680504563,0.673367684,0.015087931,0.015420337,5.123333333,3.16,299,228,0.057544682,0.512506788,0.493417249,6,55,7,5,2,7,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6752,1689,0.076,784,300,0,0,0,370,170,5,0.669634604,0,0.589957809,0,5.226666667,0,219.5,0,0,0,0,318,15,7,135,45,1,0,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6753,1689,0.076,784,300,0,0,0,403,137,6,0.669634604,0,0.589957809,0,5.226666667,0,219.5,0,0,0,0,318,22,34,100,48,5,2,10,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6754,1689,0.076,784,300,470.5,703.5,466,12,62,4,0.669634604,0.67595194,0.018579014,0.016468951,5.226666667,3.136666667,298,233,0.001760981,0.465976692,0.457827654,6,50,6,6,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6755,1689,0.076,784,300,467.5,697.5,460,11,69,5,0.669634604,0.67595194,0.018579014,0.016166322,5.226666667,3.116666667,298,230,-0.017324161,0.279618615,0.497207689,6,58,4,6,1,4,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6756,1690,0.076,763,300,0,0,0,266,274,15,0.669806721,0,0.587804405,0,5.086666667,0,253.5,0,0,0,0,95,41,8,74,88,5,0,79,49,0,0,49,18,0,0,18,4,0,0,4,2,0,0,2,2,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6757,1690,0.076,763,300,1,3,4,335,201,8,0.669806721,0.346081932,0.587804405,0,5.086666667,0.006666667,253.5,2,nan,0.29326951,0.29326951,95,46,87,55,39,50,67,28,35,16,10,5,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6758,1690,0.076,763,300,498,738,480,3,57,3,0.669806721,0.682956991,0.018905288,0.017434013,5.086666667,3.32,299,240,0.012044547,0.485823088,0.402904529,3,54,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6759,1690,0.076,763,300,464,697,466,9,65,6,0.669806721,0.682956991,0.018905288,0.016764828,5.086666667,3.093333333,299,233,0.002861393,0.440312728,0.312441036,3,56,5,3,0,5,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6760,1691,0.076,794,300,1,3,4,400,136,9,0.677844691,0.61249469,0.599303121,0,5.293333333,0.006666667,225.5,2,nan,0.468344355,0.468344355,227,36,88,60,74,9,4,24,5,1,0,4,2,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6761,1691,0.076,794,300,0,0,0,359,181,7,0.677844691,0,0.599303121,0,5.293333333,0,225.5,0,0,0,0,227,32,1,100,118,0,0,42,13,0,0,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6762,1691,0.076,794,300,493,728,470,8,62,4,0.677844691,0.684855866,0.019166217,0.021071104,5.293333333,3.286666667,298.5,235,0.001035163,0.356149487,0.416479518,6,56,2,4,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6763,1691,0.076,794,300,490.5,722.5,464,12,64,6,0.677844691,0.684855866,0.019166217,0.019892739,5.293333333,3.27,298.5,232,-0.045112588,0.356149487,0.356149487,6,54,4,4,1,4,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6764,1692,0.076,723.5,300,1,3,4,373,163,11,0.69314164,0.418206664,0.589457071,0,4.823333333,0.006666667,195,2,nan,0.380161802,0.380161802,191,34,111,63,34,35,12,17,19,4,3,7,2,0,0,2,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6765,1692,0.076,723.5,300,0,0,0,399,141,7,0.69314164,0,0.589457071,0,4.823333333,0,195,0,0,0,0,191,30,139,73,38,28,28,7,2,3,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6766,1692,0.076,723.5,300,436,664,456,14,70,6,0.69314164,0.691482965,0.017167182,0.018633389,4.823333333,2.906666667,297,228,-0.011345188,0.467102276,0.590542884,9,56,3,9,1,3,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6767,1692,0.076,723.5,300,440,670,460,13,67,5,0.69314164,0.694800316,0.017167182,0.022496549,4.823333333,2.933333333,297,230,-0.070760698,0.50424156,0.331820439,9,55,3,8,1,3,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6768,1693,0.076,808.5,300,0,0,0,336,204,7,0.698668675,0,0.596139934,0,5.39,0,281,0,0,0,0,106,41,89,90,112,22,19,46,6,5,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6769,1693,0.076,808.5,300,0,0,0,343,197,8,0.698668675,0,0.596139934,0,5.39,0,281,0,0,0,0,106,45,146,49,41,80,46,7,1,14,3,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6770,1693,0.076,808.5,300,536.5,776.5,480,3,57,4,0.698668675,0.701130566,0.020921758,0.017427249,5.39,3.576666667,299,240,-0.06747944,0.347597584,0.467990725,1,54,2,1,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6771,1693,0.076,808.5,300,521,758,474,6,60,4,0.698668675,0.701130566,0.020921758,0.019732588,5.39,3.473333333,299,237,-0.034746063,0.266872471,0.266872471,1,54,5,1,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6772,1694,0.076,741.5,300,0,0,0,395,145,7,0.675938483,0,0.581179079,0,4.943333333,0,263,0,0,0,0,238,32,66,60,63,24,26,19,2,8,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6773,1694,0.076,741.5,300,0,0,0,376,164,6,0.675938483,0,0.581179079,0,4.943333333,0,263,0,0,0,0,238,29,36,110,95,4,2,21,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6774,1694,0.076,741.5,300,465,699,468,8,64,4,0.675938483,0.685165361,0.014886874,0.010193664,4.943333333,3.1,297.5,234,-0.002267645,0.32422197,0.418513214,6,57,2,5,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6775,1694,0.076,741.5,300,467,701,468,10,62,6,0.675938483,0.685165361,0.014886874,0.015337132,4.943333333,3.113333333,297.5,234,-0.048750303,0.331906737,0.305921901,6,53,3,5,0,3,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6776,1695,0.076,767.5,300,0,0,0,394,146,7,0.679535189,0,0.582856949,0,5.116666667,0,205,0,0,0,0,279,28,48,90,50,11,14,16,2,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6777,1695,0.076,767.5,300,0,0,0,411,129,6,0.679535189,0,0.582856949,0,5.116666667,0,205,0,0,0,0,279,32,76,85,48,8,5,4,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6778,1695,0.076,767.5,300,468.5,698.5,460,11,69,5,0.679535189,0.687921934,0.0191948,0.020991907,5.116666667,3.123333333,298,230,0.0044509,0.49955793,0.49955793,9,59,1,8,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6779,1695,0.076,767.5,300,476,709,466,10,64,4,0.679535189,0.687921934,0.0191948,0.021730284,5.116666667,3.173333333,298,233,0.0278401,0.457628505,0.529710809,9,55,1,8,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6780,1696,0.076,724,300,0,0,0,378,162,9,0.679694962,0,0.581843483,0,4.826666667,0,235.5,0,0,0,0,165,39,115,56,36,43,54,9,2,13,4,0,0,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6781,1696,0.076,724,300,0,0,0,368,172,7,0.679694962,0,0.581843483,0,4.826666667,0,235.5,0,0,0,0,165,39,107,69,68,39,26,16,2,7,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6782,1696,0.076,724,300,460.5,689.5,458,11,71,4,0.679694962,0.6894877,0.014347592,0.012168157,4.826666667,3.07,297.5,229,-0.042070894,0.385679378,0.411967182,5,60,6,5,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6783,1696,0.076,724,300,463,697,468,9,63,5,0.679694962,0.6894877,0.014347592,0.013836318,4.826666667,3.086666667,297.5,234,-0.046586669,0.445924285,0.448688406,5,54,3,5,1,3,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6784,1697,0.076,752,300,0,0,0,426,114,5,0.671544242,0,0.594836226,0,5.013333333,0,267.5,0,0,0,0,273,26,122,79,30,5,1,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6785,1697,0.076,752,300,0,0,0,416,124,7,0.671544242,0,0.594836226,0,5.013333333,0,267.5,0,0,0,0,273,23,68,83,71,11,2,6,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6786,1697,0.076,752,300,454,680,452,16,72,7,0.671544242,0.68001856,0.0153033,0.012947426,5.013333333,3.026666667,297,226,-0.059009576,0.390383322,0.182810991,9,58,4,7,2,4,0,2,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
