,rep,intra_thres,init_intra_edge,init_supp_edge,fin_intra_edge,fin_supp_edge,alive_nodes,tot_isol_node,tot_unsupp_node,cas_steps,init_far_node,fin_far_node,init_clust,fin_clust,init_mean_deg,fin_mean_deg,init_larg_comp,fin_larg_comp,deg_assort,dist_deg_cent,dist_bet_cent,step1_isol,step1_unsupp,step2_isol,step2_unsupp,step3_isol,step3_unsupp,step4_isol,step4_unsupp,step5_isol,step5_unsupp,step6_isol,step6_unsupp,step7_isol,step7_unsupp,step8_isol,step8_unsupp,step9_isol,step9_unsupp,step10_isol,step10_unsupp,step11_isol,step11_unsupp,step12_isol,step12_unsupp,step13_isol,step13_unsupp,step14_isol,step14_unsupp,step15_isol,step15_unsupp,step16_isol,step16_unsupp,step17_isol,step17_unsupp,step18_isol,step18_unsupp,step19_isol,step19_unsupp,step20_isol,step20_unsupp,step21_isol,step21_unsupp,step22_isol,step22_unsupp,step23_isol,step23_unsupp,step24_isol,step24_unsupp,step25_isol,step25_unsupp,step26_isol,step26_unsupp,step27_isol,step27_unsupp,step28_isol,step28_unsupp,step29_isol,step29_unsupp,step30_isol,step30_unsupp,step31_isol,step31_unsupp,step32_isol,step32_unsupp,step33_isol,step33_unsupp,step34_isol,step34_unsupp,step35_isol,step35_unsupp,step36_isol,step36_unsupp
1,1,0.04,612.0,500.0,0,0.0,0,846,54,3,0.7006961939174826,0,0.4135023754373651,0,2.4480000000000004,0.0,37,0,0,0,0,845,4,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0.04,612.0,500.0,0,0.0,0,854,46,5,0.7006961939174826,0,0.4135023754373651,0,2.4480000000000004,0.0,37,0,0,0,0,845,7,7,37,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0.04,612.0,500.0,0,0.0,0,480,420,12,0.7006961939174826,0,0.0025907571960203536,0,2.4480000000000004,0.0,449,0,0,0,0,121,90,52,99,61,33,31,47,88,20,37,66,56,16,17,45,15,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,0.04,612.0,500.0,0,0.0,0,520,380,11,0.7006961939174826,0,0.0025907571960203536,0,2.4480000000000004,0.0,449,0,0,0,0,121,74,42,92,73,26,23,65,79,20,29,55,89,11,50,29,14,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2,0.04,624.0,500.0,1,3.0,4,855,41,4,0.6930940379458815,0.5266704764440326,0.4858433720023833,0.0,2.496,0.004,29,2,nan,0.4274122279907621,0.4274122279907621,843,10,11,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2,0.04,624.0,500.0,0,0.0,0,843,57,3,0.6930940379458815,0,0.4858433720023833,0,2.496,0.0,29,0,0,0,0,843,1,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2,0.04,624.0,500.0,0,0.0,0,515,385,10,0.6930940379458815,0,0.003068373367045933,0,2.496,0.0,448,0,0,0,0,130,77,35,98,92,24,15,72,185,6,4,96,52,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2,0.04,624.0,500.0,0,0.0,0,561,339,10,0.6930940379458815,0,0.003068373367045933,0,2.496,0.0,448,0,0,0,0,130,82,54,98,90,35,47,58,126,25,87,24,21,11,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,3,0.04,594.5,500.0,0,0.0,0,858,42,4,0.6805147988277445,0,0.41250582765401966,0,2.378,0.0,33,0,0,0,0,842,5,15,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,3,0.04,594.5,500.0,0,0.0,0,861,39,5,0.6805147988277445,0,0.41250582765401966,0,2.378,0.0,33,0,0,0,0,842,7,16,31,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,3,0.04,594.5,500.0,0,0.0,0,531,369,11,0.6805147988277445,0,0.0009038322487346349,0,2.378,0.0,450.5,0,0,0,0,145,69,38,108,64,28,40,52,72,28,49,50,80,13,38,17,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,3,0.04,594.5,500.0,0,0.0,0,575,325,8,0.6805147988277445,0,0.0009038322487346349,0,2.378,0.0,450.5,0,0,0,0,145,69,63,93,81,41,67,59,170,24,39,35,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,4,0.04,577.5,500.0,0,0.0,0,852,48,3,0.6871172598691454,0,0.4435826196440825,0,2.3099999999999996,0.0,26.5,0,0,0,0,852,4,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,4,0.04,577.5,500.0,0,0.0,0,868,32,3,0.6871172598691454,0,0.4435826196440825,0,2.3099999999999996,0.0,26.5,0,0,0,0,852,8,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,4,0.04,577.5,500.0,0,0.0,0,559,341,10,0.6871172598691454,0,0.0028785137006613515,0,2.3099999999999996,0.0,432,0,0,0,0,155,75,53,92,78,28,53,52,67,30,88,27,37,31,26,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,4,0.04,577.5,500.0,0,0.0,0,562,338,8,0.6871172598691454,0,0.0028785137006613515,0,2.3099999999999996,0.0,432,0,0,0,0,155,73,60,111,108,38,73,57,86,38,77,13,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,5,0.04,591.0,500.0,0,0.0,0,835,65,3,0.6914405447477885,0,0.43259777305714475,0,2.364,0.0,38.5,0,0,0,0,823,9,12,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,5,0.04,591.0,500.0,0,0.0,0,835,65,4,0.6914405447477885,0,0.43259777305714475,0,2.364,0.0,38.5,0,0,0,0,823,10,9,55,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,5,0.04,591.0,500.0,0,0.0,0,474,426,11,0.6914405447477885,0,0.008918045849013134,0,2.364,0.0,441,0,0,0,0,137,71,32,113,84,21,10,68,168,7,8,122,30,2,2,19,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,5,0.04,591.0,500.0,0,0.0,0,544,356,10,0.6914405447477885,0,0.008918045849013134,0,2.364,0.0,441,0,0,0,0,137,80,54,105,56,44,73,39,73,39,104,22,39,23,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,6,0.042,672.0,500.0,0,0.0,0,845,55,4,0.6950399317847581,0,0.482657537860974,0,2.6879999999999997,0.0,47,0,0,0,0,806,8,36,47,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,6,0.042,672.0,500.0,0,0.0,0,844,56,4,0.6950399317847581,0,0.482657537860974,0,2.6879999999999997,0.0,47,0,0,0,0,806,6,35,50,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,6,0.042,672.0,500.0,0,0.0,0,496,404,12,0.6950399317847581,0,0.006431984099682758,0,2.6879999999999997,0.0,453.5,0,0,0,0,112,79,38,83,35,29,10,29,51,9,20,50,66,13,27,49,122,4,8,57,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,6,0.042,672.0,500.0,0,0.0,0,517,383,13,0.6950399317847581,0,0.006431984099682758,0,2.6879999999999997,0.0,453.5,0,0,0,0,112,80,36,86,45,27,52,38,41,39,41,30,35,25,86,19,39,30,25,6,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,7,0.042,667.5,500.0,0,0.0,0,847,53,4,0.6758457104070611,0,0.488390275869132,0,2.67,0.0,42,0,0,0,0,824,6,21,47,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,7,0.042,667.5,500.0,0,0.0,0,837,63,4,0.6758457104070611,0,0.488390275869132,0,2.67,0.0,42,0,0,0,0,824,7,11,56,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,7,0.042,667.5,500.0,0,0.0,0,488,412,11,0.6758457104070611,0,0.005329854908058282,0,2.67,0.0,451.5,0,0,0,0,114,93,28,86,87,23,11,77,109,6,13,72,101,3,13,46,12,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,7,0.042,667.5,500.0,0,0.0,0,493,407,15,0.6758457104070611,0,0.005329854908058282,0,2.67,0.0,451.5,0,0,0,0,114,76,28,75,43,23,30,39,17,27,61,13,13,53,68,7,11,53,92,2,4,36,10,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,8,0.042,682.5,500.0,0,0.0,0,859,41,9,0.6871993242463275,0,0.5078067194911454,0,2.73,0.0,39.5,0,0,0,0,850,2,5,35,1,0,0,1,1,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,8,0.042,682.5,500.0,0,0.0,0,857,43,4,0.6871993242463275,0,0.5078067194911454,0,2.73,0.0,39.5,0,0,0,0,850,5,6,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,8,0.042,682.5,500.0,0,0.0,0,521,379,13,0.6871993242463275,0,0.005692223000486237,0,2.73,0.0,462.5,0,0,0,0,100,87,46,74,45,32,25,40,41,20,22,34,64,16,36,43,125,10,12,20,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,8,0.042,682.5,500.0,0,0.0,0,489,411,19,0.6871993242463275,0,0.005692223000486237,0,2.73,0.0,462.5,0,0,0,0,100,69,13,76,41,12,11,35,26,8,12,25,21,12,11,21,20,11,14,18,31,12,23,25,44,16,36,39,54,9,25,18,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9,0.042,697.0,500.0,0,0.0,0,843,57,4,0.6856219877750147,0,0.47268733174868977,0,2.788,0.0,44,0,0,0,0,833,8,8,49,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,9,0.042,697.0,500.0,0,0.0,0,843,57,3,0.6856219877750147,0,0.47268733174868977,0,2.788,0.0,44,0,0,0,0,833,2,10,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,9,0.042,697.0,500.0,0,0.0,0,500,400,17,0.6856219877750147,0,0.0015873015873015873,0,2.788,0.0,465.5,0,0,0,0,90,86,45,69,32,34,19,27,20,16,17,17,15,14,7,15,40,7,13,37,56,9,14,38,111,8,15,22,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,9,0.042,697.0,500.0,0,0.0,0,499,401,18,0.6856219877750147,0,0.0015873015873015873,0,2.788,0.0,465.5,0,0,0,0,90,79,47,63,31,38,28,27,31,18,6,23,18,5,4,18,24,4,13,23,45,11,11,33,98,9,28,42,22,1,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,10,0.042,665.0,500.0,0,0.0,0,844,56,4,0.6852264997665253,0,0.47553205528096376,0,2.66,0.0,46.5,0,0,0,0,815,6,25,50,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,10,0.042,665.0,500.0,0,0.0,0,841,59,4,0.6852264997665253,0,0.47553205528096376,0,2.66,0.0,46.5,0,0,0,0,815,4,24,53,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,10,0.042,665.0,500.0,0,0.0,0,478,422,17,0.6852264997665253,0,0.0037754708136873744,0,2.66,0.0,455.5,0,0,0,0,113,81,32,82,39,28,19,32,65,13,19,56,52,13,23,35,86,5,4,55,19,0,0,17,5,0,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,10,0.042,665.0,500.0,0,0.0,0,479,421,17,0.6852264997665253,0,0.0037754708136873744,0,2.66,0.0,455.5,0,0,0,0,113,80,28,92,57,24,22,50,39,19,38,28,34,25,52,22,39,33,25,17,24,12,1,13,4,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,11,0.044000000000000004,749.5,500.0,0,0.0,0,816,84,5,0.6736529161198781,0,0.5043801841206015,0,2.998,0.0,48,0,0,0,0,809,13,3,69,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,11,0.044000000000000004,749.5,500.0,0,0.0,0,820,80,5,0.6736529161198781,0,0.5043801841206015,0,2.998,0.0,48,0,0,0,0,809,9,3,69,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,11,0.044000000000000004,749.5,500.0,0,0.0,0,441,459,20,0.6736529161198781,0,0.0042948205063537,0,2.998,0.0,461,0,0,0,0,94,95,29,77,28,25,4,28,18,4,1,18,18,1,0,18,26,0,0,26,52,0,0,46,50,0,0,42,99,0,0,65,20,0,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,11,0.044000000000000004,749.5,500.0,0,0.0,0,426,474,36,0.6736529161198781,0,0.0042948205063537,0,2.998,0.0,461,0,0,0,0,94,82,28,76,33,24,8,29,17,8,9,15,2,9,14,2,2,12,16,1,2,15,24,2,0,22,13,0,0,13,8,0,0,8,7,0,0,7,7,0,0,7,3,0,0,3,13,0,0,13,6,0,0,6,16,0,0,16,65,0,0,65,33,0,0,33,6,0,0,6,0,0
45,12,0.044000000000000004,742.0,500.0,0,0.0,0,785,115,5,0.6958465803314628,0,0.4960997204612103,0,2.968,0.0,68.5,0,0,0,0,766,8,1,103,18,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,12,0.044000000000000004,742.0,500.0,0,0.0,0,785,115,5,0.6958465803314628,0,0.4960997204612103,0,2.968,0.0,68.5,0,0,0,0,766,12,9,100,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,12,0.044000000000000004,742.0,500.0,241.5,452.5,422,205,273,15,0.6958465803314628,0.7003829302038128,0.0019269529573597022,0.0020085759422252313,2.968,0.966,471,211,-0.038530758581883456,0.39473891492731994,0.45733183896307666,73,90,25,58,31,21,6,28,22,6,3,22,16,3,2,16,10,2,3,10,7,3,0,7,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,12,0.044000000000000004,742.0,500.0,301,558.0,514,156,230,17,0.6958465803314628,0.7003829302038128,0.0019269529573597022,0.0009727626459143969,2.968,1.204,471,257,-0.07040785951331582,0.5025951515086495,0.47860256404478163,73,89,15,64,32,13,2,28,24,2,0,24,3,0,0,3,2,0,0,2,2,0,0,2,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,13,0.044000000000000004,727.5,500.0,0,0.0,0,833,67,4,0.6951361467043377,0,0.5177667963783971,0,2.91,0.0,52.5,0,0,0,0,815,13,16,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,13,0.044000000000000004,727.5,500.0,0,0.0,0,828,72,4,0.6951361467043377,0,0.5177667963783971,0,2.91,0.0,52.5,0,0,0,0,815,10,7,62,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,13,0.044000000000000004,727.5,500.0,0,0.0,0,427,473,30,0.6951361467043377,0,0.005135842384114507,0,2.91,0.0,467.5,0,0,0,0,84,83,31,67,29,23,16,24,10,15,7,10,13,7,12,13,10,12,11,8,4,11,18,1,2,17,23,2,0,23,17,0,0,17,11,0,0,11,20,0,0,20,49,0,0,49,52,0,0,52,5,0,0,5,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,13,0.044000000000000004,727.5,500.0,279,521.0,484,183,233,15,0.6951361467043377,0.704222384539566,0.005135842384114507,0.005608028335301062,2.91,1.116,467.5,242,-0.1305163167575078,0.4869514639453123,0.5562290218936503,84,78,30,65,21,25,20,18,13,19,5,13,6,5,1,6,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,14,0.044000000000000004,710.0,500.0,0,0.0,0,825,75,7,0.674531243428319,0,0.48431988457983993,0,2.84,0.0,61.5,0,0,0,0,777,13,29,57,17,1,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,14,0.044000000000000004,710.0,500.0,0,0.0,0,787,113,5,0.674531243428319,0,0.48431988457983993,0,2.84,0.0,61.5,0,0,0,0,777,11,0,98,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,14,0.044000000000000004,710.0,500.0,194,371.0,354,238,308,25,0.674531243428319,0.6747633737442001,0.0018686876766384048,0.004896421845574389,2.84,0.776,467.5,177,-0.09400385934149272,0.28999208113581393,0.47669979052540246,83,91,22,68,28,21,8,26,13,6,8,12,16,8,4,16,8,4,2,8,11,2,0,11,6,0,0,6,9,0,0,9,10,0,0,10,6,0,0,6,2,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,14,0.044000000000000004,710.0,500.0,239,454.0,430,208,262,16,0.674531243428319,0.674299113112438,0.0018686876766384048,0.0010409745293466224,2.84,0.956,467.5,215,-0.13582669197521485,0.26840496910739303,0.39392659993313484,83,83,23,66,28,18,16,27,9,14,3,7,20,3,9,20,7,8,5,6,0,5,3,0,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,15,0.044000000000000004,708.5,500.0,0,0.0,0,848,52,5,0.6945408000844424,0,0.47801721578624695,0,2.8339999999999996,0.0,46,0,0,0,0,808,10,31,37,9,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,15,0.044000000000000004,708.5,500.0,0,0.0,0,829,71,5,0.6945408000844424,0,0.47801721578624695,0,2.8339999999999996,0.0,46,0,0,0,0,808,14,17,55,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,15,0.044000000000000004,708.5,500.0,0,0.0,0,438,462,20,0.6945408000844424,0,0.002341014921314707,0,2.8339999999999996,0.0,466.5,0,0,0,0,82,84,34,65,33,28,26,29,23,21,22,22,20,21,19,17,10,18,38,8,9,36,69,7,7,67,38,1,1,32,5,0,0,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,15,0.044000000000000004,708.5,500.0,0,0.0,0,477,423,20,0.6945408000844424,0,0.002341014921314707,0,2.8339999999999996,0.0,466.5,0,0,0,0,82,85,38,71,27,31,13,22,24,13,6,22,18,5,3,17,9,3,8,9,11,8,14,11,21,14,69,21,44,51,44,26,44,7,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
