16,0.03,315.5,500,0,0,0,881,19,3,0.68196042,0,0.280091324,0,1.262,0,11.5,0,0,0,0,877,2,4,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.03,315.5,500,0,0,0,769,131,6,0.68196042,0,0,0,1.262,0,180.5,0,0,0,0,634,28,82,99,51,0,0,4,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.03,315.5,500,0,0,0,811,89,4,0.68196042,0,0,0,1.262,0,180.5,0,0,0,0,634,28,157,57,20,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.03,366,500,0,0,0,880,20,3,0.680617802,0,0.334948229,0,1.464,0,11.5,0,0,0,0,880,0,0,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.03,366,500,0,0,0,880,20,3,0.680617802,0,0.334948229,0,1.464,0,11.5,0,0,0,0,880,1,0,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.03,366,500,0,0,0,797,103,5,0.680617802,0,0.000948845,0,1.464,0,289,0,0,0,0,489,48,278,48,28,7,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.03,366,500,0,0,0,755,145,6,0.680617802,0,0.000948845,0,1.464,0,289,0,0,0,0,489,47,211,92,53,4,1,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.03,338.5,500,0,0,0,875,25,3,0.689732659,0,0.31165318,0,1.354,0,12.5,0,0,0,0,875,4,0,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.03,338.5,500,0,0,0,875,25,3,0.689732659,0,0.31165318,0,1.354,0,12.5,0,0,0,0,875,2,0,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.03,338.5,500,0,0,0,738,162,5,0.689732659,0,0,0,1.354,0,257,0,0,0,0,496,39,160,112,81,2,1,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.03,338.5,500,0,0,0,743,157,5,0.689732659,0,0,0,1.354,0,257,0,0,0,0,496,39,170,109,73,6,4,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.03,367.5,500,0,0,0,881,19,3,0.677339926,0,0.299525321,0,1.47,0,13,0,0,0,0,876,5,5,14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.03,367.5,500,0,0,0,878,22,4,0.677339926,0,0.299525321,0,1.47,0,13,0,0,0,0,876,1,0,21,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.03,367.5,500,0,0,0,720,180,6,0.677339926,0,0.001611535,0,1.47,0,294.5,0,0,0,0,484,49,147,121,87,2,0,8,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.03,367.5,500,0,0,0,688,212,6,0.677339926,0,0.001611535,0,1.47,0,294.5,0,0,0,0,484,35,92,158,97,8,12,11,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
