,rep,attack_size,t,init_intra_edge_a,init_intra_edge_b,init_supp_edge,fin_intra_edge_a,fin_intra_edge_b,fin_supp_edge,init_mean_deg_a,init_mean_deg_b,alive_nodes,tot_isol_node,tot_unsupp_node,cas_steps,init_larg_comp_a,init_larg_comp_b,fin_larg_comp_a,fin_larg_comp_b,step1_isol,step1_unsupp,step2_isol,step2_unsupp,step3_isol,step3_unsupp,step4_isol,step4_unsupp,step5_isol,step5_unsupp,step6_isol,step6_unsupp,step7_isol,step7_unsupp,step8_isol,step8_unsupp,step9_isol,step9_unsupp,step10_isol,step10_unsupp,step11_isol,step11_unsupp,step12_isol,step12_unsupp,step13_isol,step13_unsupp,step14_isol,step14_unsupp,step15_isol,step15_unsupp,step16_isol,step16_unsupp,step17_isol,step17_unsupp,step18_isol,step18_unsupp,step19_isol,step19_unsupp,step20_isol,step20_unsupp,step21_isol,step21_unsupp,step22_isol,step22_unsupp,step23_isol,step23_unsupp,step24_isol,step24_unsupp,step25_isol,step25_unsupp,step26_isol,step26_unsupp,step27_isol,step27_unsupp,step28_isol,step28_unsupp,step29_isol,step29_unsupp,step30_isol,step30_unsupp,step31_isol,step31_unsupp,step32_isol,step32_unsupp,step33_isol,step33_unsupp,step34_isol,step34_unsupp,step35_isol,step35_unsupp,step36_isol,step36_unsupp,step37_isol,step37_unsupp,step38_isol,step38_unsupp,step39_isol,step39_unsupp,step40_isol,step40_unsupp,step41_isol,step41_unsupp,step42_isol,step42_unsupp,step43_isol,step43_unsupp,step44_isol,step44_unsupp,step45_isol,step45_unsupp,step46_isol,step46_unsupp,step47_isol,step47_unsupp,step48_isol,step48_unsupp,step49_isol,step49_unsupp,step50_isol,step50_unsupp,step51_isol,step51_unsupp,step52_isol,step52_unsupp,step53_isol,step53_unsupp,step54_isol,step54_unsupp,step55_isol,step55_unsupp,step56_isol,step56_unsupp,step57_isol,step57_unsupp,step58_isol,step58_unsupp,step59_isol,step59_unsupp,step60_isol,step60_unsupp,step61_isol,step61_unsupp,step62_isol,step62_unsupp,step63_isol,step63_unsupp,step64_isol,step64_unsupp,step65_isol,step65_unsupp,step66_isol,step66_unsupp,step67_isol,step67_unsupp,step68_isol,step68_unsupp,step69_isol,step69_unsupp,step70_isol,step70_unsupp,step71_isol,step71_unsupp
2151,2152,200,0.00301,1503,1503,2000,0,0,0,3.006,3.006,0,946,854,24,947,939,0,0,155,192,38,120,62,32,16,61,33,15,9,32,27,9,14,26,16,13,20,16,28,18,19,26,20,18,20,19,19,20,27,18,28,23,41,19,42,39,78,36,122,61,94,23,14,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2152,2153,200,0.00301,1503,1503,2000,514,482,448,3.006,3.006,896,379,525,16,948,951,448,448,137,186,53,114,48,47,19,45,45,19,9,40,29,8,0,29,19,0,0,19,15,0,0,13,3,0,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2153,2154,200,0.00301,1503,1503,2000,0,0,0,3.006,3.006,0,878,922,25,946,940,0,0,175,190,43,133,76,29,8,70,65,8,9,64,53,8,11,53,34,11,9,29,26,8,12,26,12,12,21,12,11,20,28,8,3,27,61,2,19,57,134,15,20,118,29,4,17,15,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2154,2155,200,0.00301,1503,1503,2000,433,436,396,3.006,3.006,792,421,587,49,949,945,396,396,126,192,43,105,28,40,20,27,21,19,20,21,11,20,8,11,9,8,6,9,14,6,5,14,11,5,6,11,4,6,5,4,0,5,4,0,0,4,8,0,0,8,9,0,0,9,3,0,0,3,3,0,0,3,2,0,0,2,2,0,0,2,3,0,0,3,7,0,0,7,12,0,0,12,7,0,0,7,9,0,0,9,5,0,0,5,6,0,0,6,3,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2155,2156,200,0.00301,1503,1503,2000,670,684,562,3.006,3.006,1124,265,411,12,948,947,562,562,129,186,41,103,34,34,13,28,18,12,7,18,10,7,3,10,8,3,0,8,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2156,2157,200,0.00301,1503,1503,2000,418,409,380,3.006,3.006,760,450,590,29,934,951,380,380,143,186,47,119,68,41,17,60,35,13,9,33,13,7,2,13,9,2,3,9,2,3,9,2,0,9,6,0,0,6,7,0,0,7,9,0,0,9,24,0,0,24,20,0,0,20,19,0,0,19,5,0,0,5,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2157,2158,200,0.00301,1503,1503,2000,0,0,0,3.006,3.006,0,832,968,36,931,938,0,0,166,187,35,132,81,32,14,73,51,12,8,50,31,6,0,30,20,0,0,20,19,0,0,19,10,0,0,10,3,0,0,3,5,0,0,5,19,0,0,19,34,0,0,34,20,0,0,20,30,0,0,30,72,0,0,72,169,0,0,169,41,0,0,41,2,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2158,2159,200,0.00301,1503,1503,2000,478,491,423,3.006,3.006,846,410,544,18,935,921,423,423,181,188,37,152,98,31,16,83,31,12,2,31,22,2,1,22,6,1,1,6,7,1,1,7,2,1,1,2,2,1,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2159,2160,200,0.00301,1503,1503,2000,0,0,0,3.006,3.006,0,907,893,21,939,941,0,0,166,193,45,148,75,40,16,70,45,13,21,42,31,20,21,30,29,20,36,26,20,31,29,15,33,26,49,28,64,43,125,23,30,87,51,6,16,29,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2160,2161,200,0.00301,1503,1503,2000,0,0,0,3.006,3.006,0,835,965,26,936,955,0,0,139,190,52,114,63,44,14,55,32,10,4,31,33,4,5,33,45,5,3,43,31,3,5,31,53,5,4,53,41,4,3,41,64,3,5,62,96,3,6,92,109,2,1,109,24,1,0,24,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2161,2162,200,0.00301,1503,1503,2000,0,0,0,3.006,3.006,0,828,972,32,944,955,0,0,145,192,72,120,41,64,21,36,34,19,16,33,46,13,5,42,15,5,0,15,14,0,0,14,16,0,0,16,18,0,0,18,26,0,0,26,32,0,0,32,34,0,0,34,49,0,0,49,105,0,0,105,115,0,0,115,21,0,0,21,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2162,2163,200,0.00301,1503,1503,2000,0,0,0,3.006,3.006,0,908,892,23,933,947,0,0,149,191,44,128,83,35,23,73,35,19,22,33,22,21,16,22,19,16,14,19,24,14,12,23,25,11,15,25,53,14,10,46,115,7,2,104,202,2,0,86,21,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2163,2164,200,0.00301,1503,1503,2000,0,0,0,3.006,3.006,0,818,982,29,935,953,0,0,137,193,48,121,36,42,21,34,20,20,26,20,18,26,14,17,26,12,16,25,11,16,18,11,9,18,28,9,15,28,32,15,5,32,33,5,2,33,31,2,0,31,105,0,0,105,113,0,0,113,46,0,0,46,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2164,2165,200,0.00301,1503,1503,2000,603,594,510,3.006,3.006,1020,315,465,16,938,951,510,510,140,193,37,118,73,32,7,63,29,5,7,27,8,6,2,7,3,2,1,3,3,1,0,3,4,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2165,2166,200,0.00301,1503,1503,2000,0,0,0,3.006,3.006,0,939,861,19,933,948,0,0,159,190,33,130,51,27,10,49,44,9,8,42,32,8,33,32,26,33,42,26,43,41,40,35,66,33,71,47,110,52,120,44,26,54,25,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2166,2167,200,0.00301,1503,1503,2000,548,535,475,3.006,3.006,950,360,490,12,941,938,475,475,162,181,41,128,42,36,20,39,20,17,15,18,22,15,16,22,14,16,4,10,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2167,2168,200,0.00301,1503,1503,2000,0,0,0,3.006,3.006,0,880,920,16,942,932,0,0,168,189,69,131,61,55,46,56,64,43,38,59,45,35,32,43,195,30,29,174,103,8,13,92,8,2,7,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2168,2169,200,0.00301,1503,1503,2000,0,0,0,3.006,3.006,0,1004,796,16,925,940,0,0,180,191,47,144,77,43,20,71,61,17,22,54,42,18,16,41,65,16,37,54,108,31,87,67,229,15,8,32,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2169,2170,200,0.00301,1503,1503,2000,0,0,0,3.006,3.006,0,941,859,18,936,945,0,0,149,186,74,117,67,68,50,55,59,42,27,54,36,25,21,32,18,20,30,18,49,30,58,41,100,50,176,20,11,96,14,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2170,2171,200,0.00301,1503,1503,2000,0,0,0,3.006,3.006,0,840,960,32,948,946,0,0,161,192,30,136,51,24,12,50,39,12,9,38,37,8,5,37,37,5,2,37,38,2,0,38,28,0,0,26,25,0,0,23,9,0,0,9,15,0,0,15,17,0,0,17,61,0,0,59,133,0,0,117,121,0,0,105,8,0,0,8,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2171,2172,200,0.00301,1503,1503,2000,0,0,0,3.006,3.006,0,968,832,17,942,935,0,0,159,189,73,121,54,59,52,43,22,48,49,22,29,48,68,25,37,64,46,35,37,44,168,14,120,89,33,23,17,6,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2172,2173,200,0.00301,1503,1503,2000,0,0,0,3.006,3.006,0,845,955,24,949,936,0,0,174,191,57,133,68,41,30,62,37,28,16,33,32,14,14,26,26,12,4,26,27,4,0,25,19,0,0,19,38,0,0,38,62,0,0,62,190,0,0,190,47,0,0,47,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2173,2174,200,0.00301,1503,1503,2000,0,0,0,3.006,3.006,0,830,970,34,941,943,0,0,163,191,47,138,56,41,22,47,18,19,10,17,16,9,3,16,41,3,0,41,28,0,0,26,21,0,0,19,18,0,0,18,10,0,0,8,20,0,0,20,21,0,0,21,16,0,0,16,28,0,0,28,65,0,0,65,128,0,0,128,93,0,0,93,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2174,2175,200,0.00301,1503,1503,2000,0,0,0,3.006,3.006,0,828,972,44,952,941,0,0,150,186,37,126,49,33,24,44,24,21,13,24,29,12,6,26,23,6,2,23,20,2,0,20,25,0,0,23,4,0,0,4,15,0,0,15,8,0,0,8,4,0,0,4,6,0,0,6,11,0,0,11,11,0,0,11,20,0,0,20,11,0,0,11,14,0,0,14,35,0,0,35,53,0,0,53,155,0,0,155,74,0,0,74,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2175,2176,200,0.00301,1503,1503,2000,0,0,0,3.006,3.006,0,909,891,23,930,921,0,0,183,180,40,140,73,34,17,64,50,15,16,50,27,15,31,24,25,28,33,22,21,33,24,18,41,21,10,38,53,7,4,50,51,3,9,45,105,7,36,70,40,8,18,15,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2176,2177,200,0.00301,1503,1503,2000,0,0,0,3.006,3.006,0,831,969,23,933,932,0,0,169,190,46,143,49,37,30,44,30,26,46,27,17,45,21,16,5,20,22,5,2,22,27,2,7,27,47,7,3,47,62,3,2,61,125,1,0,125,110,0,0,110,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2177,2178,200,0.00301,1503,1503,2000,0,0,0,3.006,3.006,0,915,885,22,943,936,0,0,156,184,54,121,60,49,39,58,32,35,20,30,21,19,22,18,11,20,23,10,18,22,35,12,35,29,34,33,49,32,35,44,55,30,116,26,43,87,55,6,2,18,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2178,2179,200,0.00301,1503,1503,2000,0,0,0,3.006,3.006,0,935,865,20,954,929,0,0,163,194,51,132,60,42,39,52,21,37,33,21,23,30,23,20,11,22,31,10,13,31,43,11,13,41,54,13,101,54,102,59,63,60,85,7,3,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2179,2180,200,0.00301,1503,1503,2000,0,0,0,3.006,3.006,0,837,963,29,941,941,0,0,165,193,64,129,56,47,27,49,18,23,19,17,14,19,10,13,12,9,8,12,6,8,10,6,8,10,12,8,3,12,16,3,2,16,39,2,0,39,78,0,0,78,134,0,0,134,121,0,0,121,12,0,0,12,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2180,2181,200,0.00301,1503,1503,2000,0,0,0,3.006,3.006,0,823,977,38,932,951,0,0,145,193,46,124,62,37,14,60,50,11,5,46,34,5,1,34,33,1,0,33,13,0,0,13,11,0,0,11,8,0,0,8,12,0,0,12,11,0,0,11,6,0,0,6,3,0,0,3,10,0,0,10,18,0,0,18,52,0,0,52,82,0,0,82,166,0,0,166,38,0,0,38,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2181,2182,200,0.00301,1503,1503,2000,0,0,0,3.006,3.006,0,954,846,23,947,948,0,0,171,190,56,138,72,45,21,63,51,16,6,49,47,6,8,43,37,5,3,34,28,3,5,28,17,3,19,15,11,19,14,11,26,14,19,24,46,17,77,32,103,63,117,7,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2182,2183,200,0.00301,1503,1503,2000,446,475,407,3.006,3.006,814,424,562,30,937,937,407,407,173,186,57,140,51,50,22,46,36,19,10,36,15,10,8,15,11,8,6,11,8,6,0,8,8,0,0,8,2,0,0,2,2,0,0,2,1,0,0,1,2,0,0,2,4,0,0,4,4,0,0,4,3,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2183,2184,200,0.00301,1503,1503,2000,0,0,0,3.006,3.006,0,887,913,24,941,939,0,0,156,190,53,137,63,49,28,57,37,25,23,37,41,23,14,41,45,13,5,44,32,5,0,30,20,0,0,20,52,0,0,48,64,0,0,56,83,0,0,69,156,0,0,60,15,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2184,2185,200,0.00301,1503,1503,2000,529,523,454,3.006,3.006,908,380,512,16,937,931,454,454,180,186,48,151,63,37,18,58,30,15,10,27,12,9,1,11,8,0,0,8,7,0,0,7,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2185,2186,200,0.00301,1503,1503,2000,1,1,2,3.006,3.006,4,836,960,28,936,944,2,2,159,186,57,129,61,48,38,54,35,34,13,29,30,11,3,30,33,3,5,32,27,4,4,27,23,4,4,22,22,3,1,22,34,1,0,34,35,0,0,35,44,0,0,44,161,0,0,161,45,0,0,45,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2186,2187,200,0.00301,1503,1503,2000,603,612,509,3.006,3.006,1018,318,464,16,936,947,509,509,143,190,67,119,46,54,25,40,14,24,3,14,2,3,3,2,3,3,5,3,2,5,0,2,4,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2187,2188,200,0.00301,1503,1503,2000,0,0,0,3.006,3.006,0,829,971,22,940,941,0,0,161,192,45,134,71,42,19,70,55,17,15,51,50,14,13,50,38,11,5,34,37,5,3,37,51,3,5,50,61,4,3,60,177,2,1,176,17,0,0,17,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2188,2189,200,0.00301,1503,1503,2000,0,0,0,3.006,3.006,0,857,943,27,946,936,0,0,153,185,47,121,55,40,18,49,29,18,9,28,24,8,2,24,27,2,1,27,38,1,0,36,28,0,0,28,36,0,0,36,37,0,0,37,33,0,0,31,99,0,0,95,184,0,0,168,35,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
